"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","gene_set"
"Metabolism","Carbohydrate metabolism","sly00620","Pyruvate metabolism","13/489","109/11892",0.119266055045872,2.90043338774132,4.12754691981419,0.000519370540569525,0.00259682281665894,0.00116603748116448,"101260311/101251907/101250104/543522/101246429/101256513/101264442/101249371/101262949/101260960/101262830/101256147/101251366",13,"leaf_int_pos"
"Metabolism","Amino acid metabolism","sly00290","Valine, leucine and isoleucine biosynthesis","6/489","26/11892",0.230769230769231,5.61208117036338,4.87512214148496,0.000534376238321167,0.00259682281665894,0.00116603748116448,"101251907/543983/101247891/101264707/101252944/101247914",6,"leaf_int_pos"
"Environmental Information Processing","Signal transduction","sly04075","Plant hormone signal transduction","33/489","437/11892",0.0755148741418764,1.8364476141006,3.68923207121068,0.000554198291094797,0.00259682281665894,0.00116603748116448,"101260188/101257454/101265431/543880/101258272/101251639/101255681/101055543/101268417/101244003/101250310/100316879/101055553/101260711/100736531/101256434/543544/100736467/101260027/101253938/101055527/101246001/778240/101263741/101260141/101256856/543660/101264510/101247526/101261835/101262579/101256200/101251432",33,"leaf_int_pos"
"Metabolism","Energy metabolism","sly00910","Nitrogen metabolism","7/489","36/11892",0.194444444444444,4.72869802317655,4.63973765078562,0.000562947603611378,0.00259682281665894,0.00116603748116448,"101252088/778326/101259260/778325/100147727/543802/100736473",7,"leaf_int_pos"
"Organismal Systems","Environmental adaptation","sly04712","Circadian rhythm - plant","8/489","47/11892",0.170212765957447,4.13940738806944,4.46563403729218,0.000589632676478719,0.00263492102301428,0.00118314451530269,"101255788/101258346/101268174/543596/101250283/101249698/101262866/101249224",8,"leaf_int_pos"
"Metabolism","Glycan biosynthesis and metabolism","sly00513","Various types of N-glycan biosynthesis","7/489","39/11892",0.179487179487179,4.36495202139374,4.35864094766346,0.000932459084698992,0.00404065603369563,0.00181435419989278,"101266287/101256652/100529104/101253853/101253606/101245405/101250991",7,"leaf_int_pos"
"Metabolism","Metabolism of other amino acids","sly00430","Taurine and hypotaurine metabolism","4/489","12/11892",0.333333333333333,8.10633946830266,5.10014366064387,0.00107390997409007,0.00433322671730967,0.00194572565149716,"101259235/100147722/101263185/101250409",4,"leaf_int_pos"
"Metabolism","Lipid metabolism","sly00590","Arachidonic acid metabolism","4/489","12/11892",0.333333333333333,8.10633946830266,5.10014366064387,0.00107390997409007,0.00433322671730967,0.00194572565149716,"101255254/101252788/101263185/101250409",4,"leaf_int_pos"
"Metabolism","Metabolism of cofactors and vitamins","sly00670","One carbon pool by folate","7/489","40/11892",0.175,4.2558282208589,4.27119809786863,0.00109088225051152,0.00433322671730967,0.00194572565149716,"101265950/101259725/100301929/101246429/101267455/101253497/101264818",7,"leaf_int_pos"
"Metabolism","Lipid metabolism","sly00592","alpha-Linolenic acid metabolism","8/489","52/11892",0.153846153846154,3.74138744690892,4.10251613082125,0.00117895488262507,0.00451090802190979,0.00202550893880381,"101255254/101246396/101263024/101252788/101249371/101260960/101263592/543895",8,"leaf_int_pos"
"Metabolism","Metabolism of cofactors and vitamins","sly00760","Nicotinate and nicotinamide metabolism","6/489","30/11892",0.2,4.8638036809816,4.3878399339735,0.00119870283099701,0.00451090802190979,0.00202550893880381,"101264576/101252316/101263635/101257500/101261826/101265590",6,"leaf_int_pos"
"Metabolism","Metabolism of other amino acids","sly00460","Cyanoamino acid metabolism","7/489","41/11892",0.170731707317073,4.15202753254526,4.18657126792014,0.00126968269077363,0.00465550319950332,0.00209043573919545,"101259725/101253940/101264818/101247513/101263185/101250409/543698",7,"leaf_int_pos"
"Metabolism","Amino acid metabolism","sly00260","Glycine, serine and threonine metabolism","9/489","67/11892",0.134328358208955,3.26673381558465,3.85293255805098,0.00159726446801381,0.00571022047314935,0.0025640298039169,"101247011/101259725/543983/543808/101260521/100301929/101246429/101253497/101264818",9,"leaf_int_pos"
"Metabolism","Nucleotide metabolism","sly00230","Purine metabolism","11/489","96/11892",0.114583333333333,2.78655419222904,3.63947286631889,0.00190395562908353,0.00664062573070596,0.00298180470793569,"101248507/101267287/101249065/101251456/101252471/101268249/101252457/101255944/101263997/101261826/101253795",11,"leaf_int_pos"
"Metabolism","Metabolism of cofactors and vitamins","sly00730","Thiamine metabolism","5/489","23/11892",0.217391304347826,5.28674313150173,4.26126330963908,0.00209467289643502,0.00713186248071925,0.00320238212236933,"101246176/101264726/101257192/544220/101253795",5,"leaf_int_pos"
"Metabolism","Energy metabolism","sly00920","Sulfur metabolism","6/489","35/11892",0.171428571428571,4.16897458369851,3.88793884586015,0.00275417980625305,0.00915924912312059,0.00411272871925179,"101254405/100301939/101249583/101244415/101253940/101251056",6,"leaf_int_pos"
"Metabolism","Lipid metabolism","sly00061","Fatty acid biosynthesis","7/489","49/11892",0.142857142857143,3.47414548641542,3.59373844844826,0.00365711191068334,0.0116962061431699,0.00525188498147489,"101252237/101256513/101249057/101251311/101266461/101249116/101249464",7,"leaf_int_pos"
"Metabolism","Biosynthesis of other secondary metabolites","sly00941","Flavonoid biosynthesis","6/489","37/11892",0.162162162162162,3.94362460620129,3.71352681650022,0.00368062431078773,0.0116962061431699,0.00525188498147489,"101261765/101265690/101252173/101265977/101262063/101265187",6,"leaf_int_pos"
"Metabolism","Glycan biosynthesis and metabolism","sly00510","N-Glycan biosynthesis","7/489","51/11892",0.137254901960784,3.33790448694815,3.46474852787201,0.00459395112656674,0.0142811958934575,0.00641260912404053,"101266287/101256652/101260885/101255206/101245405/101250991/101244199",7,"leaf_int_pos"
"Metabolism","Glycan biosynthesis and metabolism","sly00603","Glycosphingolipid biosynthesis - globo and isoglobo series","3/489","9/11892",0.333333333333333,8.10633946830266,4.41629639508497,0.00482133437015867,0.0143635586444311,0.00644959203025612,"101249542/100529104/101253853",3,"leaf_int_pos"
"Metabolism","Carbohydrate metabolism","sly00660","C5-Branched dibasic acid metabolism","3/489","9/11892",0.333333333333333,8.10633946830266,4.41629639508497,0.00482133437015867,0.0143635586444311,0.00644959203025612,"101247891/101252944/101247914",3,"leaf_int_pos"
"Metabolism","Carbohydrate metabolism","sly00640","Propanoate metabolism","7/489","52/11892",0.134615384615385,3.2737140160453,3.40263775491423,0.00512517276451322,0.014775723681367,0.00663466429564511,"101246429/101256513/101264442/544276/101258692/101254327/101263745",7,"leaf_int_pos"
"Metabolism","Metabolism of cofactors and vitamins","sly00790","Folate biosynthesis","5/489","28/11892",0.178571428571429,4.34268185801928,3.66701383017292,0.00516633695152693,0.014775723681367,0.00663466429564511,"101257178/544238/101267455/543912/100191133",5,"leaf_int_pos"
"Metabolism","Lipid metabolism","sly00591","Linoleic acid metabolism","4/489","18/11892",0.222222222222222,5.40422631220177,3.87223239923013,0.00545631930507309,0.0152990913848128,0.00686966930050482,"101255254/101263024/101263535/101252788",4,"leaf_int_pos"
"Metabolism","Amino acid metabolism","sly00250","Alanine, aspartate and glutamate metabolism","7/489","53/11892",0.132075471698113,3.21194582706332,3.34201941008181,0.00570123768614477,0.0156784036368981,0.00703998985536095,"101252088/101247011/101259235/101258052/544258/100147722/101259343",7,"leaf_int_pos"
"Metabolism","Amino acid metabolism","sly00220","Arginine biosynthesis","6/489","41/11892",0.146341463414634,3.55888074218166,3.39874461204378,0.00619982586846867,0.0167278320602079,0.00751120909586075,"101252088/101258052/101245573/101246902/101259343/778272",6,"leaf_int_pos"
"Metabolism","Metabolism of cofactors and vitamins","sly00780","Biotin metabolism","4/489","19/11892",0.210526315789474,5.11979334840168,3.72156882981094,0.00669020588822716,0.0177166563336386,0.0079552155785937,"101252237/101251311/101266461/101249464",4,"leaf_int_pos"
"Metabolism","Metabolism of cofactors and vitamins","sly00770","Pantothenate and CoA biosynthesis","6/489","42/11892",0.142857142857143,3.47414548641542,3.3261724396371,0.00698802753420767,0.0178831920472984,0.00802999422072285,"101250104/101261880/101247891/101264707/101264170/101252944",6,"leaf_int_pos"
"Metabolism","Lipid metabolism","sly00565","Ether lipid metabolism","5/489","30/11892",0.166666666666667,4.05316973415133,3.46726210512461,0.00700320807446649,0.0178831920472984,0.00802999422072285,"544181/101255254/101252788/101246303/101249665",5,"leaf_int_pos"
"Metabolism","Lipid metabolism","sly00071","Fatty acid degradation","7/489","57/11892",0.12280701754386,2.98654611990098,3.11319271709324,0.00849900818927544,0.0212933197014687,0.00956122562966204,"101250104/101249371/101260960/101263745/101262830/101263592/101251366",7,"leaf_int_pos"
"Metabolism","Carbohydrate metabolism","sly00010","Glycolysis / Gluconeogenesis","12/489","133/11892",0.0902255639097744,2.19419714931501,2.86794429999072,0.00863645134744883,0.0212933197014687,0.00956122562966204,"101250104/101267287/101246429/101245182/101264442/101253766/101249371/101260960/101267392/101249166/101256147/101251366",12,"leaf_int_pos"
"Metabolism","Glycan biosynthesis and metabolism","sly00531","Glycosaminoglycan degradation","3/489","11/11892",0.272727272727273,6.6324595649749,3.87009819350694,0.00890630445297079,0.021586466724997,0.00969285587210024,"101258638/100529104/101253853",3,"leaf_int_pos"
"Metabolism","Glycan biosynthesis and metabolism","sly00604","Glycosphingolipid biosynthesis - ganglio series","2/489","4/11892",0.5,12.159509202454,4.62247689514298,0.00958078892681504,0.0226958430611861,0.0101909932037714,"100529104/101253853",2,"leaf_int_pos"
"Cellular Processes","Cell motility","sly04820","Cytoskeleton in muscle cells","4/489","21/11892",0.19047619047619,4.63219398188723,3.44976162131561,0.00968144354358286,0.0226958430611861,0.0101909932037714,"101255674/101257855/101267392/101253787",4,"leaf_int_pos"
"Metabolism","Metabolism of other amino acids","sly00410","beta-Alanine metabolism","7/489","60/11892",0.116666666666667,2.83721881390593,2.95434687870055,0.011178574678439,0.0257828415970448,0.0115771316703698,"101250104/543808/101259235/101261880/101264170/101263745/100147722",7,"leaf_int_pos"
"Metabolism","Amino acid metabolism","sly00310","Lysine degradation","5/489","34/11892",0.147058823529412,3.57632623601588,3.11521947101302,0.0119565789420461,0.0267154810736342,0.0119959097938291,"101250104/101258606/101246429/101263745/101262830",5,"leaf_int_pos"
"Metabolism","Lipid metabolism","sly01040","Biosynthesis of unsaturated fatty acids","5/489","34/11892",0.147058823529412,3.57632623601588,3.11521947101302,0.0119565789420461,0.0267154810736342,0.0119959097938291,"101263911/112941338/101256767/101262991/101255474",5,"leaf_int_pos"
"Metabolism","Lipid metabolism","sly00062","Fatty acid elongation","5/489","35/11892",0.142857142857143,3.47414548641542,3.0354697056981,0.0134903121313449,0.0296786866889588,0.0133264621864298,"101246151/101263911/101262991/101260402/101264960",5,"leaf_int_pos"
"Metabolism","Lipid metabolism","sly00561","Glycerolipid metabolism","8/489","78/11892",0.102564102564103,2.49425829793928,2.74175441376687,0.0145505404012992,0.0315261708694817,0.0141560281416149,"101250104/101261177/101263085/101255254/101249542/101264840/101257014/101249665",8,"leaf_int_pos"
"Metabolism","Glycan biosynthesis and metabolism","sly00511","Other glycan degradation","3/489","14/11892",0.214285714285714,5.21121822962314,3.26478180884669,0.0179277257840538,0.0382636535390999,0.0171813240035708,"100500729/100529104/101253853",3,"leaf_int_pos"
"Metabolism","Carbohydrate metabolism","sly00053","Ascorbate and aldarate metabolism","7/489","66/11892",0.106060606060606,2.57928983082357,2.66421289701829,0.0182887605436079,0.0384601876137637,0.0172695726495369,"101251855/101250104/778288/101258916/101264360/101260589/101256030",7,"leaf_int_pos"
"Metabolism","Lipid metabolism","sly00100","Steroid biosynthesis","5/489","38/11892",0.131578947368421,3.19987084275105,2.8126168704847,0.0188710399438933,0.0391095465503876,0.0175611508249808,"101255254/101262546/100736446/543937/101264777",5,"leaf_int_pos"
"Metabolism","Glycan biosynthesis and metabolism","sly00541","Biosynthesis of various nucleotide sugars","4/489","26/11892",0.153846153846154,3.74138744690892,2.89773708379066,0.0205805774785479,0.0416600712451094,0.0187063993077046,"101252064/543766/101248982/101249670",4,"leaf_int_pos"
"Metabolism","Metabolism of terpenoids and polyketides","sly00906","Carotenoid biosynthesis","5/489","39/11892",0.128205128205128,3.1178228724241,2.74322766950555,0.0209373366101383,0.0416600712451094,0.0187063993077046,"101249565/543649/544162/543650/101250535",5,"leaf_int_pos"
"Metabolism","Amino acid metabolism","sly00350","Tyrosine metabolism","6/489","53/11892",0.113207547169811,2.75309642319713,2.64874582477832,0.0209757002073278,0.0416600712451094,0.0187063993077046,"543808/101249935/101249371/101260960/606710/101251366",6,"leaf_int_pos"
"Metabolism","Biosynthesis of other secondary metabolites","sly00960","Tropane, piperidine and pyridine alkaloid biosynthesis","5/489","40/11892",0.125,3.0398773006135,2.67603800177373,0.0231457644828722,0.0453403331650784,0.0203589276633771,"543808/101265978/101249935/101263402/101256174",5,"leaf_int_pos"
"Metabolism","Lipid metabolism","sly00564","Glycerophospholipid metabolism","9/489","105/11892",0.0857142857142857,2.08448729184926,2.31138096285321,0.0287451405729055,0.0551733605249979,0.0247741994260204,"544181/101247110/101261177/101255254/101262912/101252788/101257014/101246303/101249665",9,"leaf_int_pos"
"Metabolism","Amino acid metabolism","sly00380","Tryptophan metabolism","6/489","57/11892",0.105263157894737,2.55989667420084,2.4445739854165,0.0289370771984254,0.0551733605249979,0.0247741994260204,"101250104/100736505/101246429/101263745/101262830/543990",6,"leaf_int_pos"
"Environmental Information Processing","Signal transduction","sly04070","Phosphatidylinositol signaling system","7/489","74/11892",0.0945945945945946,2.30044768695075,2.32375753241294,0.0320307982828827,0.0602684757164766,0.0270620317902471,"101258272/101251639/101256434/101252196/101253180/101257014/100301921",7,"leaf_int_pos"
"Metabolism","Carbohydrate metabolism","sly00020","Citrate cycle (TCA cycle)","6/489","59/11892",0.101694915254237,2.47312051575335,2.3489345093324,0.0335734335073213,0.0623506622278823,0.0279969848796527,"101246135/101268602/101248455/101246429/101254008/101267503",6,"leaf_int_pos"
"Genetic Information Processing","Replication and repair","sly03440","Homologous recombination","6/489","60/11892",0.1,2.4319018404908,2.30257533889818,0.0360617511549749,0.0661132104507873,0.0296864618144868,"101261637/101243681/101252794/101255870/101268032/101248303",6,"leaf_int_pos"
"Environmental Information Processing","Membrane transport","sly02010","ABC transporters","7/489","77/11892",0.0909090909090909,2.21081985499163,2.20730369580029,0.0385971087201321,0.0698656524934037,0.0313714008251573,"100301924/101260177/101261754/101260345/101247843/101257771/101261234",7,"leaf_int_pos"
"Metabolism","Metabolism of cofactors and vitamins","sly00740","Riboflavin metabolism","3/489","20/11892",0.15,3.6478527607362,2.45414908868376,0.0468347327399979,0.0832950541752964,0.0374015333433425,"101263546/101260420/544238",3,"leaf_int_pos"
"Metabolism","Amino acid metabolism","sly00330","Arginine and proline metabolism","6/489","64/11892",0.09375,2.27990797546012,2.12601895034848,0.0471811146027902,0.0832950541752964,0.0374015333433425,"101250104/101244118/101262142/101264170/543807/778272",6,"leaf_int_pos"
"Metabolism","Glycan biosynthesis and metabolism","sly00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","4/489","34/11892",0.117647058823529,2.8610609888127,2.25034133800451,0.0494555648362845,0.0862456801413253,0.0387264371632009,"101258216/101251529/101255206/101246366",4,"leaf_int_pos"
"Metabolism","Amino acid metabolism","sly00270","Cysteine and methionine metabolism","9/489","118/11892",0.076271186440678,1.85484038681502,1.93249365663035,0.0540470186312167,0.0931171525814938,0.0418118977362615,"101247011/100301939/544052/101262142/101244415/101249935/101266369/101253940/543800",9,"leaf_int_pos"
"Environmental Information Processing","Signal transduction","sly04075","Plant hormone signal transduction","52/398","437/11892",0.118993135011442,3.5554431194876,10.1280192830431,8.11074191624596e-16,1.02195348144699e-13,6.5739697636941e-14,"101260391/543940/100736540/543588/778235/101247461/544204/101250433/778234/101258495/101263465/101268620/101245105/101248252/543601/101250851/544131/101258010/101248690/101055583/544243/100037508/101253625/543939/104649549/101246807/101247397/101245998/101268443/101263193/101055547/101256434/101267951/100736493/101267355/100301927/606299/101251993/101247936/100736477/101255303/101246226/101266575/543600/101268544/543679/100037510/543541/101245906/543712/101266334/101055552",52,"leaf_int_neg"
"Genetic Information Processing","Folding, sorting and degradation","sly04141","Protein processing in endoplasmic reticulum","31/398","219/11892",0.141552511415525,4.22950368279755,8.9759769360182,8.59281486438888e-12,5.413473364565e-10,3.48235128714707e-10,"101263702/101262751/101247772/101248401/101260872/101255164/100736433/543902/101260143/101259216/100134914/101256536/543958/101252869/101265499/101257809/101262499/101250189/101250739/101259708/101264411/101259229/101244060/101247033/543846/101258610/101055596/101254520/101247432/101252822/101244826",31,"leaf_int_neg"
"Environmental Information Processing","Signal transduction","sly04016","MAPK signaling pathway - plant","26/398","193/11892",0.134715025906736,4.02520373890176,7.88449789728412,1.29858800834882e-09,5.45406963506504e-08,3.50846584711786e-08,"543588/543571/778235/101247461/101250433/778234/101268620/101245105/544131/101256105/101248690/100736474/101246807/543948/101245998/101252056/101256434/606299/101265257/543679/100037510/101260252/104645860/101245906/543712/101259509",26,"leaf_int_neg"
"Metabolism","Carbohydrate metabolism","sly00010","Glycolysis / Gluconeogenesis","20/398","133/11892",0.150375939849624,4.49314240374806,7.53827618981814,1.64138664477201e-08,5.17036793103183e-07,3.32596767493276e-07,"101256514/101248497/101264273/101257775/101267346/101256649/101265664/101249787/101256813/101245938/101259587/101262732/101265715/101244492/101246870/101268121/104645747/101252968/101255458/101250853",20,"leaf_int_neg"
"Metabolism","Carbohydrate metabolism","sly00562","Inositol phosphate metabolism","14/398","77/11892",0.181818181818182,5.43261763362266,7.26112475629054,2.16552879071379e-07,5.37598878260481e-06,3.45823839816684e-06,"101262540/543809/101248857/544280/101258977/100301920/101246905/101255702/101254537/101265624/101244492/544226/544013/101246342",14,"leaf_int_neg"
"Metabolism","Lipid metabolism","sly00561","Glycerolipid metabolism","14/398","78/11892",0.179487179487179,5.36296868960186,7.19359599799168,2.55999465838324e-07,5.37598878260481e-06,3.45823839816684e-06,"101256514/101256961/101258305/101252422/101249508/101261812/101262422/101246362/101250748/104645747/101252968/101249534/101247974/101246145",14,"leaf_int_neg"
"Genetic Information Processing","Folding, sorting and degradation","sly04120","Ubiquitin mediated proteolysis","18/398","151/11892",0.119205298013245,3.56178242204399,5.89512882635775,2.88886976166803e-06,5.19996557100245e-05,3.34500709245772e-05,"101247803/543547/101248401/101260872/101266538/101265863/101248192/101262054/101250073/101265795/101265499/101250809/101250739/101244060/101243704/101261893/778329/101244826",18,"leaf_int_neg"
"Metabolism","Global and overview maps","sly01240","Biosynthesis of cofactors","24/398","250/11892",0.096,2.86842211055276,5.55579655398612,3.42438885393921e-06,5.39341244495425e-05,3.46944660201735e-05,"101256514/100316902/544280/101055572/101258773/101259471/101251220/101055607/101245223/543790/101251664/101248935/101257677/101254050/101248459/544013/104645747/101247506/544263/544179/101260252/101267963/101264098/101246036",24,"leaf_int_neg"
"Environmental Information Processing","Signal transduction","sly04070","Phosphatidylinositol signaling system","12/398","74/11892",0.162162162162162,4.84530761917697,6.17433351392549,5.61977467122931e-06,7.86768453972104e-05,5.06108362204277e-05,"101262540/101256961/544280/100301920/544131/101246905/101262422/101256434/101254537/101265624/544013/101246342",12,"leaf_int_neg"
"Metabolism","Amino acid metabolism","sly00330","Arginine and proline metabolism","11/398","64/11892",0.171875,5.13552135678392,6.17276475455345,7.74130783036244e-06,9.75404786625667e-05,6.27453371513587e-05,"544209/100134880/101252005/101263807/778202/543894/101244293/101260400/104645747/101252968/543944",11,"leaf_int_neg"
"Metabolism","Carbohydrate metabolism","sly00030","Pentose phosphate pathway","10/398","55/11892",0.181818181818182,5.43261763362266,6.13106499316469,1.19719528250329e-05,0.000137133277814013,8.82143892370844e-05,"101264273/101249787/101245938/101262732/101246870/101268121/101262942/101244195/101251315/101250853",10,"leaf_int_neg"
"Organismal Systems","Environmental adaptation","sly04712","Circadian rhythm - plant","9/398","47/11892",0.191489361702128,5.72158665668769,6.03510027551935,2.12113697574287e-05,0.000222719382453001,0.000143269778186141,"778294/543547/778295/101261662/778253/101267355/543733/101249991/101256107",9,"leaf_int_neg"
"Metabolism","Carbohydrate metabolism","sly00053","Ascorbate and aldarate metabolism","10/398","66/11892",0.151515151515152,4.52718136135222,5.34682476012978,6.22112925651539e-05,0.000602970989477645,0.000387876075102579,"101256514/101257790/100316902/544280/101055572/101253411/101257677/544013/104645747/101252968",10,"leaf_int_neg"
"Metabolism","Global and overview maps","sly01230","Biosynthesis of amino acids","20/398","226/11892",0.0884955752212389,2.64419442344466,4.64367197126014,7.17982993861233e-05,0.00064618469447511,0.00041567436486703,"101248497/101245503/101257775/101253958/101249787/101256813/101245938/101259587/101256422/101244293/101246870/101268121/101247506/101262942/543944/101247666/101252029/101244195/101251315/101250853",20,"leaf_int_neg"
"Metabolism","Global and overview maps","sly01200","Carbon metabolism","23/398","290/11892",0.0793103448275862,2.36974527811471,4.39427780630144,0.000114166504290024,0.000958998636036205,0.000616899707391711,"101248497/101264273/101245503/101257775/101267346/101256649/101253958/101249787/101256813/101245938/101259587/101262732/101265715/544164/100147724/101246870/101268121/101261166/101262942/101245149/101244195/101251315/101250853",23,"leaf_int_neg"
"Organismal Systems","Environmental adaptation","sly04626","Plant-pathogen interaction","20/398","237/11892",0.0843881856540084,2.52146809999364,4.40246603814831,0.000138165104984975,0.00108805020175667,0.000699915334463358,"101260391/101266086/543571/544006/101260537/101263465/543902/101260143/544131/544243/100736474/101252553/112940015/101256434/101266882/101244910/101266575/101266887/104645860/101259509",20,"leaf_int_neg"
"Metabolism","Lipid metabolism","sly00564","Glycerophospholipid metabolism","12/398","105/11892",0.114285714285714,3.41478822684853,4.62473856003279,0.000196477000027219,0.00145624129431939,0.000936763405702532,"101256961/101261789/101264846/101261241/101261812/101255745/101264154/101262422/101257780/101266950/101267193/101245304",12,"leaf_int_neg"
"Metabolism","Metabolism of terpenoids and polyketides","sly00906","Carotenoid biosynthesis","7/398","39/11892",0.179487179487179,5.36296868960186,5.07826531384199,0.000271567750045057,0.0019009742503154,0.00122284893295142,"544297/101266862/101265985/543988/544133/101266767/543964",7,"leaf_int_neg"
"Metabolism","Energy metabolism","sly00710","Carbon fixation by Calvin cycle","10/398","82/11892",0.121951219512195,3.64382890060056,4.47023600570906,0.000392151445834119,0.00260058327237363,0.00167288982433391,"101264273/101267346/101249787/101256813/544164/101246870/101261166/101245149/101251315/101250853",10,"leaf_int_neg"
"Metabolism","Carbohydrate metabolism","sly00051","Fructose and mannose metabolism","9/398","70/11892",0.128571428571429,3.84163675520459,4.43697756960753,0.000513599138071538,0.00323567456985069,0.00208142808586887,"101264273/101256649/101249787/101261972/101245938/101265391/101246870/101268121/101250853",9,"leaf_int_neg"
"Genetic Information Processing","Chromosome","sly03083","Polycomb repressive complex","8/398","61/11892",0.131147540983607,3.91860944064585,4.25250959745316,0.000914028547395172,0.00548417128437103,0.00352782948117435,"101256864/101260872/101251160/101265499/543534/101250739/101244060/101244826",8,"leaf_int_neg"
"Metabolism","Carbohydrate metabolism","sly00620","Pyruvate metabolism","11/398","109/11892",0.100917431192661,3.01535198930432,3.93324815573108,0.0010402246633479,0.00595765034462886,0.00383240665443961,"101256514/101257775/101267346/101259587/101266523/101265715/544164/104645747/101252968/101261166/101245149",11,"leaf_int_neg"
"Metabolism","Metabolism of cofactors and vitamins","sly00750","Vitamin B6 metabolism","4/398","15/11892",0.266666666666667,7.9678391959799,5.02464634706569,0.00125785570467266,0.00684988920843021,0.00440636147910715,"543790/101251664/544179/101246036",4,"leaf_int_neg"
"Metabolism","Biosynthesis of other secondary metabolites","sly00941","Flavonoid biosynthesis","6/398","37/11892",0.162162162162162,4.84530761917697,4.35909466494338,0.00130474080160575,0.00684988920843021,0.00440636147910715,"778294/100736482/101249699/778295/101266223/101249265",6,"leaf_int_neg"
"Genetic Information Processing","Replication and repair","sly03410","Base excision repair","7/398","52/11892",0.134615384615385,4.02222651720139,4.06413346484653,0.00162643617692153,0.00791479302862528,0.00509138732835544,"101246372/101255935/101248783/101246304/101256637/101266297/101258999",7,"leaf_int_neg"
"Metabolism","Metabolism of terpenoids and polyketides","sly00902","Monoterpenoid biosynthesis","4/398","16/11892",0.25,7.46984924623116,4.81874769176691,0.00163321125987506,0.00791479302862528,0.00509138732835544,"101259903/543602/101251042/101260280",4,"leaf_int_neg"
"Metabolism","Amino acid metabolism","sly00270","Cysteine and methionine metabolism","11/398","118/11892",0.0932203389830508,2.78536751554382,3.62678445584429,0.00198548104455701,0.00926557820793272,0.00596031346709122,"101245503/100134880/101253958/101255136/101263807/543920/543894/101260400/543506/101247506/101248619",11,"leaf_int_neg"
"Cellular Processes","Transport and catabolism","sly04145","Phagocytosis","12/398","139/11892",0.0863309352517986,2.57951628646831,3.48555764452254,0.00242548466487285,0.0109146809919278,0.00702113981936878,"101265829/543862/101265779/101256369/101246905/100736468/101263553/100736470/101247033/101244463/101265892/101253062",12,"leaf_int_neg"
"Cellular Processes","Transport and catabolism","sly04144","Endocytosis","13/398","167/11892",0.0778443113772455,2.3259410826588,3.2110063615221,0.0040288189283496,0.0175045236197259,0.0112602198723383,"101247772/101255164/100736433/101261084/101252768/100134914/101254537/101263553/101264627/101245162/101055596/101261621/101245304",13,"leaf_int_neg"
NA,NA,"sly04517","IgSF CAM signaling","6/398","47/11892",0.127659574468085,3.81439110445846,3.59733576124852,0.00455183869448859,0.0191177225168521,0.0122979501570394,"101265829/101265779/101252768/101262698/101245162/101244463",6,"leaf_int_neg"
"Metabolism","Nucleotide metabolism","sly00230","Purine metabolism","9/398","96/11892",0.09375,2.80119346733668,3.29718812428434,0.00478607661682244,0.0194530856038589,0.012513680797804,"101261528/101250287/101261672/101055607/101262942/101246321/101260252/101266317/101244195",9,"leaf_int_neg"
"Metabolism","Glycan biosynthesis and metabolism","sly00543","Exopolysaccharide biosynthesis","2/398","4/11892",0.5,14.9396984924623,5.1885273097179,0.0064102630893128,0.0249474732171564,0.0160480821864749,"101245503/101253958",2,"leaf_int_neg"
NA,NA,"sly00566","Sulfoquinovose metabolism","3/398","12/11892",0.25,7.46984924623116,4.17245530451282,0.00653386203306478,0.0249474732171564,0.0160480821864749,"101252422/101249508/101246145",3,"leaf_int_neg"
"Genetic Information Processing","Information processing in viruses","sly03250","Viral life cycle - HIV-1","5/398","38/11892",0.131578947368421,3.93149960327956,3.36793968884899,0.00827827449073907,0.030678311348033,0.0197345862472727,"778289/101264627/778290/101249513/101261621",5,"leaf_int_neg"
"Genetic Information Processing","Chromosome","sly03082","ATP-dependent chromatin remodeling","7/398","70/11892",0.1,2.98793969849246,3.10400118375029,0.00873110347034434,0.0314319724932396,0.0202193975102711,"101256864/101262690/101252026/101256806/543534/101253085/101247665",7,"leaf_int_neg"
"Metabolism","Lipid metabolism","sly00073","Cutin, suberine and wax biosynthesis","5/398","41/11892",0.121951219512195,3.64382890060056,3.15546163442997,0.011392800029053,0.0386047055699306,0.0248334363315343,"101245281/101250470/101250126/101259447/101249557",5,"leaf_int_neg"
"Metabolism","Lipid metabolism","sly00071","Fatty acid degradation","6/398","57/11892",0.105263157894737,3.14519968262364,3.02089861405709,0.0116426889814076,0.0386047055699306,0.0248334363315343,"101244443/101256710/101259447/104645747/101252968/101259379",6,"leaf_int_neg"
"Cellular Processes","Transport and catabolism","sly04148","Efferocytosis","6/398","57/11892",0.105263157894737,3.14519968262364,3.02089861405709,0.0116426889814076,0.0386047055699306,0.0248334363315343,"544209/101265779/101263553/101265892/543944/101248674",6,"leaf_int_neg"
"Metabolism","Metabolism of terpenoids and polyketides","sly00905","Brassinosteroid biosynthesis","3/398","15/11892",0.2,5.97587939698492,3.58820482681699,0.0125441795759102,0.039514165664117,0.0254184691406601,"100037489/101245605/101256342",3,"leaf_int_neg"
