"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","gene_set"
"Metabolism","Carbohydrate metabolism","sly00053","Ascorbate and aldarate metabolism","7/169","66/11892",0.106060606060606,7.463152232383,6.32165186098419,3.97765679428064e-05,0.000708022909381955,0.000494066843921175,"101256514/100316902/544280/101055572/101253411/544013/101261402",7,"comb_int_neg"
"Metabolism","Global and overview maps","sly01240","Biosynthesis of cofactors","13/169","250/11892",0.052,3.65907692307692,5.10176285234852,5.73996705225577e-05,0.000851428446084606,0.00059413694049665,"101256514/100316902/544280/101055572/101258773/101259471/543790/101251664/101248935/544013/101261402/101247506/101264098",13,"comb_int_neg"
"Environmental Information Processing","Signal transduction","sly04016","MAPK signaling pathway - plant","10/169","193/11892",0.0518134715025907,3.64595149768526,4.44958310343873,0.000430231954842602,0.00547009199728451,0.00381709553920504,"101250433/101268620/101245105/544131/101256105/100736474/543948/101245998/101265257/101245906",10,"comb_int_neg"
"Metabolism","Lipid metabolism","sly00564","Glycerophospholipid metabolism","7/169","105/11892",0.0666666666666667,4.69112426035503,4.56126004658382,0.000731717907593426,0.00814036172197687,0.00568044165105423,"101256961/101261789/101264846/101264154/101262422/101266950/101248969",7,"comb_int_neg"
"Metabolism","Amino acid metabolism","sly00330","Arginine and proline metabolism","5/169","64/11892",0.078125,5.49741124260355,4.33141792668458,0.00211789877884933,0.0195535046013912,0.0136446690890844,"101253022/778202/543894/101260400/543944",5,"comb_int_neg"
"Metabolism","Metabolism of terpenoids and polyketides","sly00906","Carotenoid biosynthesis","4/169","39/11892",0.102564102564103,7.21711424670004,4.66917518556236,0.00219702298892036,0.0195535046013912,0.0136446690890844,"544297/543988/100316877/543964",4,"comb_int_neg"
"Cellular Processes","Transport and catabolism","sly04144","Endocytosis","8/169","167/11892",0.0479041916167665,3.37086773199164,3.70460829745498,0.00263722712901279,0.0213375649529216,0.0148896077140435,"101247772/101255164/100736433/101261084/100134914/101263553/101055596/101248969",8,"comb_int_neg"
"Organismal Systems","Environmental adaptation","sly04712","Circadian rhythm - plant","4/169","47/11892",0.0851063829787234,5.98866926853834,4.11433138378067,0.00436358965774809,0.0323632899616316,0.0225834903339594,"101246833/101261662/778253/101256107",4,"comb_int_neg"
"Metabolism","Lipid metabolism","sly00561","Glycerolipid metabolism","5/169","78/11892",0.0641025641025641,4.51069640418753,3.73486795335228,0.00500311046507517,0.0342520639532069,0.0239014993878085,"101256514/101256961/101258305/101252422/101262422",5,"comb_int_neg"
"Metabolism","Glycan biosynthesis and metabolism","sly00541","Biosynthesis of various nucleotide sugars","3/169","26/11892",0.115384615384615,8.11925352753755,4.36316985879695,0.00576548350380464,0.0357913942086346,0.0249756624282607,"101249663/101248935/101261402",3,"comb_int_neg"
"Metabolism","Amino acid metabolism","sly00270","Cysteine and methionine metabolism","6/169","118/11892",0.0508474576271186,3.57797613077926,3.379022154526,0.00670648408247516,0.0357913942086346,0.0249756624282607,"101245503/543894/101260400/543506/101247506/101248619",6,"comb_int_neg"
"Organismal Systems","Environmental adaptation","sly04626","Plant-pathogen interaction","9/169","237/11892",0.0379746835443038,2.67215938880983,3.12197100374298,0.0067542728963396,0.0357913942086346,0.0249756624282607,"101260391/101266086/544131/100736474/101252553/112940015/101266882/101244910/101266887",9,"comb_int_neg"
"Metabolism","Global and overview maps","sly01232","Nucleotide metabolism","5/169","84/11892",0.0595238095238095,4.18850380388842,3.52104495200661,0.00683655844434593,0.0357913942086346,0.0249756624282607,"101261528/101261672/101259471/101266563/101246321",5,"comb_int_neg"
"Genetic Information Processing","Chromosome","sly03083","Polycomb repressive complex","4/169","61/11892",0.0655737704918033,4.61422058395577,3.39783280253639,0.0109559057183301,0.0541708671628545,0.0378010782094431,"101260872/101251160/101246833/101265499",4,"comb_int_neg"
"Genetic Information Processing","Information processing in viruses","sly03250","Viral life cycle - HIV-1","3/169","38/11892",0.0789473684210526,5.5552787293678,3.37681642866206,0.0165265261210144,0.0774137276194885,0.0540202238858643,"778289/778290/101249513",3,"comb_int_neg"
"Metabolism","Global and overview maps","sly01250","Biosynthesis of nucleotide sugars","5/169","106/11892",0.0471698113207547,3.31919169364743,2.87964877204847,0.0175218231515443,0.0779721130243721,0.0544098718916375,"100316902/101249663/101248935/101261402/101245851",5,"comb_int_neg"
"Metabolism","Metabolism of cofactors and vitamins","sly00750","Vitamin B6 metabolism","2/169","15/11892",0.133333333333333,9.38224852071006,3.90019160807678,0.0186706215785847,0.0791278724044781,0.0552163745933082,"543790/101251664",2,"comb_int_neg"
NA,NA,"sly04981","Folate transport and metabolism","3/169","42/11892",0.0714285714285714,5.0262045646661,3.13830006838746,0.0215849158049003,0.0873207957561877,0.0609334943774698,"101267994/101254989/101246670",3,"comb_int_neg"
"Environmental Information Processing","Membrane transport","sly02010","ABC transporters","4/169","77/11892",0.051948051948052,3.65542150157535,2.80669438943848,0.0238842937308472,0.0924218322628434,0.0644930585867269,"101267994/101254989/101263659/101246670",4,"comb_int_neg"
