cluster,gene_id
9,Solyc04g074770
9,Solyc12g056780
9,Solyc04g017690
9,Solyc04g008810
9,Solyc02g069090
9,Solyc01g109250
9,Solyc02g085730
9,Solyc02g091250
9,Solyc09g011670
9,Solyc04g008460
9,Solyc04g074300
9,Solyc06g069860
9,Solyc07g005050
9,Solyc01g104680
9,Solyc04g080290
9,Solyc03g121330
9,Solyc06g073790
9,Solyc06g008260
9,Solyc06g073310
9,Solyc05g053440
9,Solyc03g115360
9,Solyc02g089065
9,Solyc06g073800
9,Solyc06g064630
9,Solyc03g115200
9,Solyc09g056360
9,Solyc06g036050
9,Solyc01g097520
9,Solyc05g053670
9,Solyc05g007560
9,Solyc01g009860
