cell_type,gene_id
Vascular,Solyc02g071200
Vascular,Solyc02g071250
Vascular,Solyc02g071285
Vascular,Solyc02g071900
Vascular,Solyc02g072490
Vascular,Solyc02g072570
Vascular,Solyc02g075625
Vascular,Solyc02g076945
Vascular,Solyc02g077190
Vascular,Solyc02g077240
Vascular,Solyc02g077300
Vascular,Solyc02g077400
Vascular,Solyc02g077550
Vascular,Solyc02g077720
Vascular,Solyc02g078010
Vascular,Solyc02g078180
Vascular,Solyc02g078490
Vascular,Solyc02g078660
Vascular,Solyc02g078810
Vascular,Solyc02g079010
Vascular,Solyc02g079273
Vascular,Solyc02g079510
Vascular,Solyc02g080490
Vascular,Solyc02g081420
Vascular,Solyc02g081620
Vascular,Solyc02g082010
Vascular,Solyc02g082210
Vascular,Solyc02g082440
Vascular,Solyc02g082613
Vascular,Solyc02g082770
Vascular,Solyc02g082767
Vascular,Solyc02g082970
Vascular,Solyc02g083200
Vascular,Solyc02g083220
Vascular,Solyc02g083490
Vascular,Solyc02g084030
Vascular,Solyc02g084410
Vascular,Solyc02g084570
Vascular,Solyc02g085000
Vascular,Solyc02g085315
Vascular,Solyc02g085400
Vascular,Solyc02g085420
Vascular,Solyc02g085672
Vascular,Solyc02g086440
Vascular,Solyc02g086460
Vascular,Solyc02g086467
Vascular,Solyc02g086645
Vascular,Solyc02g086750
Vascular,Solyc02g086860
Vascular,Solyc02g086970
Vascular,Solyc02g087360
Vascular,Solyc02g087430
Vascular,Solyc02g087840
Vascular,Solyc02g088560
Vascular,Solyc02g088730
Vascular,Solyc02g088940
Vascular,Solyc02g088950
Vascular,Solyc02g089010
Vascular,Solyc02g089460
Vascular,Solyc02g089493
Vascular,Solyc02g089520
Vascular,Solyc02g089530
Vascular,Solyc02g089610
Vascular,Solyc02g090180
Vascular,Solyc02g090210
Vascular,Solyc02g090230
Vascular,Solyc02g090260
Vascular,Solyc02g090267
Vascular,Solyc02g090450
Vascular,Solyc02g090470
Vascular,Solyc02g090530
Vascular,Solyc02g090600
Vascular,Solyc02g091030
Vascular,Solyc02g091090
Vascular,Solyc02g091270
Vascular,Solyc02g091450
Vascular,Solyc02g091620
Vascular,Solyc02g091750
Vascular,Solyc02g091740
Vascular,Solyc02g092830
Vascular,Solyc02g093030
Vascular,Solyc02g093100
Vascular,Solyc02g093193
Vascular,Solyc02g093320
Vascular,Solyc02g093510
Vascular,Solyc02g093975
Vascular,Solyc02g094050
Vascular,Solyc02g094400
Vascular,Solyc02g094420
Vascular,Solyc03g005000
Vascular,Solyc03g006280
Vascular,Solyc03g006360
Vascular,Solyc03g006500
Vascular,Solyc03g006630
Vascular,Solyc03g006717
Vascular,Solyc03g007540
Vascular,Solyc03g025150
Vascular,Solyc03g025350
Vascular,Solyc03g025450
Vascular,Solyc03g025530
Vascular,Solyc03g025740
Vascular,Solyc03g025980
Vascular,Solyc03g026250
Vascular,Solyc03g026315
Vascular,Solyc03g032140
Vascular,Solyc03g032180
Vascular,Solyc03g033350
Vascular,Solyc03g033360
Vascular,Solyc03g033500
Vascular,Solyc03g034206
Vascular,Solyc03g043610
Vascular,Solyc03g043620
Vascular,Solyc03g044273
Vascular,Solyc03g071560
Vascular,Solyc03g071650
Vascular,Solyc03g051930
Vascular,Solyc03g059070
Vascular,Solyc03g059150
Vascular,Solyc03g059160
Vascular,Solyc03g059360
Vascular,Solyc03g061655
Vascular,Solyc03g063480
Vascular,Solyc03g077910
Vascular,Solyc03g077920
Vascular,Solyc03g078100
Vascular,Solyc03g078120
Vascular,Solyc03g078570
Vascular,Solyc03g078580
Vascular,Solyc03g080140
Vascular,Solyc03g082367
Vascular,Solyc03g083130
Vascular,Solyc03g083300
Vascular,Solyc03g083320
Vascular,Solyc03g083500
Vascular,Solyc03g083530
Vascular,Solyc03g083650
Vascular,Solyc03g095370
Vascular,Solyc03g095420
Vascular,Solyc03g095960
Vascular,Solyc03g096540
Vascular,Solyc03g096870
Vascular,Solyc03g097850
Vascular,Solyc03g098250
Vascular,Solyc03g098710
Vascular,Solyc03g020070
Vascular,Solyc03g020060
Vascular,Solyc03g019910
Vascular,Solyc03g019810
Vascular,Solyc03g111080
Vascular,Solyc03g111120
Vascular,Solyc03g111330
Vascular,Solyc03g111350
Vascular,Solyc03g111690
Vascular,Solyc03g111973
Vascular,Solyc03g112810
Vascular,Solyc03g113880
Vascular,Solyc03g114165
Vascular,Solyc03g114170
Vascular,Solyc03g114400
Vascular,Solyc03g114585
Vascular,Solyc03g114930
Vascular,Solyc03g115460
Vascular,Solyc03g115530
Vascular,Solyc03g116067
Vascular,Solyc03g116590
Vascular,Solyc03g117250
Vascular,Solyc03g117370
Vascular,Solyc03g117820
Vascular,Solyc03g117850
Vascular,Solyc03g117960
Vascular,Solyc03g118080
Vascular,Solyc03g118180
Vascular,Solyc03g118370
Vascular,Solyc03g118700
Vascular,Solyc03g118790
Vascular,Solyc03g118930
Vascular,Solyc03g119080
Vascular,Solyc03g119710
Vascular,Solyc03g119830
Vascular,Solyc03g120610
Vascular,Solyc03g121060
Vascular,Solyc03g121870
Vascular,Solyc03g122260
Vascular,Solyc03g122350
Vascular,Solyc03g123600
Vascular,Solyc04g005200
Vascular,Solyc04g005210
Vascular,Solyc04g005290
Vascular,Solyc04g005540
Vascular,Solyc04g005730
Vascular,Solyc04g005830
Vascular,Solyc04g007420
Vascular,Solyc04g007705
Vascular,Solyc04g007760
Vascular,Solyc04g007880
Vascular,Solyc04g008295
Vascular,Solyc04g008850
Vascular,Solyc04g008910
Vascular,Solyc04g009220
Vascular,Solyc04g011385
Vascular,Solyc04g012080
Vascular,Solyc04g012150
Vascular,Solyc04g014400
Vascular,Solyc04g014440
Vascular,Solyc04g014540
Vascular,Solyc04g014730
Vascular,Solyc04g014910
Vascular,Solyc04g014970
Vascular,Solyc04g016015
Vascular,Solyc04g016050
Vascular,Solyc04g016480
Vascular,Solyc04g018110
Vascular,Solyc04g039990
Vascular,Solyc04g026020
Vascular,Solyc04g025440
Vascular,Solyc04g049360
Vascular,Solyc04g049800
Vascular,Solyc04g050760
Vascular,Solyc04g051270
Vascular,Solyc04g054290
Vascular,Solyc04g054475
Vascular,Solyc04g054780
Vascular,Solyc04g056650
Vascular,Solyc04g063245
Vascular,Solyc04g064520
Vascular,Solyc04g071470
Vascular,Solyc04g071590
Vascular,Solyc04g071610
Vascular,Solyc04g071620
Vascular,Solyc04g071615
Vascular,Solyc04g072180
Vascular,Solyc04g072235
Vascular,Solyc04g072640
Vascular,Solyc04g072775
Vascular,Solyc04g072895
Vascular,Solyc04g074140
Vascular,Solyc04g074560
Vascular,Solyc04g074860
Vascular,Solyc04g074880
Vascular,Solyc04g074940
Vascular,Solyc04g076010
Vascular,Solyc04g076080
Vascular,Solyc04g076190
Vascular,Solyc04g076280
Vascular,Solyc04g076350
Vascular,Solyc04g076390
Vascular,Solyc04g076570
Vascular,Solyc04g077030
Vascular,Solyc04g077650
Vascular,Solyc04g077980
Vascular,Solyc04g078600
Vascular,Solyc04g078770
Vascular,Solyc04g078840
Vascular,Solyc04g079750
Vascular,Solyc04g080270
Vascular,Solyc04g080280
Vascular,Solyc04g080390
Vascular,Solyc04g080380
Vascular,Solyc04g081480
Vascular,Solyc04g081730
Vascular,Solyc04g082170
Vascular,Solyc04g082210
Vascular,Solyc04g082255
Vascular,Solyc04g082450
Vascular,Solyc04g082610
Vascular,Solyc05g005170
Vascular,Solyc05g005330
Vascular,Solyc05g005620
Vascular,Solyc05g005840
Vascular,Solyc05g005877
Vascular,Solyc05g005980
Vascular,Solyc05g006050
Vascular,Solyc05g006630
Vascular,Solyc05g006960
Vascular,Solyc05g007290
Vascular,Solyc05g007760
Vascular,Solyc05g007810
Vascular,Solyc05g007960
Vascular,Solyc05g009450
Vascular,Solyc05g009540
Vascular,Solyc05g009880
Vascular,Solyc05g010070
Vascular,Solyc05g010530
Vascular,Solyc05g011940
Vascular,Solyc05g011960
Vascular,Solyc05g011970
Vascular,Solyc05g012190
Vascular,Solyc05g012930
Vascular,Solyc05g013020
Vascular,Solyc05g013115
Vascular,Solyc05g013150
Vascular,Solyc05g013160
Vascular,Solyc05g013400
Vascular,Solyc05g013720
Vascular,Solyc05g014100
Vascular,Solyc05g014110
Vascular,Solyc05g014210
Vascular,Solyc05g014485
Vascular,Solyc05g014630
Vascular,Solyc05g014633
Vascular,Solyc05g014765
Vascular,Solyc05g015150
Vascular,Solyc05g015250
Vascular,Solyc05g015650
Vascular,Solyc05g016060
Vascular,Solyc05g017990
Vascular,Solyc05g021163
Vascular,Solyc05g021180
Vascular,Solyc05g021410
Vascular,Solyc05g026140
Vascular,Solyc05g032670
Vascular,Solyc05g048810
Vascular,Solyc05g050090
Vascular,Solyc05g050130
Vascular,Solyc05g050330
Vascular,Solyc05g050540
Vascular,Solyc05g051030
Vascular,Solyc05g051220
Vascular,Solyc05g051230
Vascular,Solyc05g051240
Vascular,Solyc05g051992
Vascular,Solyc05g052010
Vascular,Solyc05g052490
Vascular,Solyc05g053170
Vascular,Solyc05g053430
Vascular,Solyc05g053880
Vascular,Solyc05g054150
Vascular,Solyc05g054960
Vascular,Solyc05g055260
Vascular,Solyc05g055650
Vascular,Solyc05g056040
Vascular,Solyc05g056080
Vascular,Solyc06g005110
Vascular,Solyc06g005860
Vascular,Solyc06g006110
Vascular,Solyc06g007210
Vascular,Solyc06g007440
Vascular,Solyc06g007540
Vascular,Solyc06g007610
Vascular,Solyc06g008120
Vascular,Solyc06g008240
Vascular,Solyc06g008530
Vascular,Solyc06g008560
Vascular,Solyc06g008600
Vascular,Solyc06g008800
Vascular,Solyc06g008820
Vascular,Solyc06g009640
Vascular,Solyc06g011490
Vascular,Solyc06g011530
Vascular,Solyc06g011550
Vascular,Solyc06g024380
Vascular,Solyc06g024230
Vascular,Solyc06g024245
Vascular,Solyc06g024207
Vascular,Solyc06g030470
Vascular,Solyc06g034340
Vascular,Solyc06g036640
Vascular,Solyc06g043113
Vascular,Solyc06g043020
Vascular,Solyc06g049090
Vascular,Solyc06g050530
Vascular,Solyc06g053470
Vascular,Solyc06g053510
Vascular,Solyc06g053653
Vascular,Solyc06g053800
Vascular,Solyc06g054020
Vascular,Solyc06g054145
Vascular,Solyc06g059740
Vascular,Solyc06g060013
Vascular,Solyc06g060860
Vascular,Solyc06g060960
Vascular,Solyc06g060970
Vascular,Solyc06g061030
Vascular,Solyc06g061110
Vascular,Solyc06g062760
Vascular,Solyc06g062883
Vascular,Solyc06g062980
Vascular,Solyc06g063220
Vascular,Solyc06g065250
Vascular,Solyc06g065450
Vascular,Solyc06g066330
Vascular,Solyc06g066430
Vascular,Solyc06g066460
Vascular,Solyc06g066473
Vascular,Solyc06g066620
Vascular,Solyc06g066650
Vascular,Solyc06g068050
Vascular,Solyc06g068690
Vascular,Solyc06g068710
Vascular,Solyc06g068760
Vascular,Solyc06g068820
Vascular,Solyc06g068930
Vascular,Solyc06g069210
Vascular,Solyc06g069370
Vascular,Solyc06g069670
Vascular,Solyc06g071280
Vascular,Solyc06g071620
Vascular,Solyc06g071780
Vascular,Solyc06g071980
Vascular,Solyc06g072350
Vascular,Solyc06g072410
Vascular,Solyc06g072830
Vascular,Solyc06g073055
Vascular,Solyc06g073260
Vascular,Solyc06g073510
Vascular,Solyc06g073580
Vascular,Solyc06g074050
Vascular,Solyc06g074130
Vascular,Solyc06g074570
Vascular,Solyc06g074640
Vascular,Solyc06g075250
Vascular,Solyc06g075660
Vascular,Solyc06g075790
Vascular,Solyc06g076010
Vascular,Solyc06g076050
Vascular,Solyc06g076120
Vascular,Solyc06g076250
Vascular,Solyc06g076400
Vascular,Solyc06g076940
Vascular,Solyc06g082190
Vascular,Solyc06g082220
Vascular,Solyc06g082230
Vascular,Solyc06g082270
Vascular,Solyc06g082320
Vascular,Solyc06g082350
Vascular,Solyc06g082470
Vascular,Solyc06g082895
Vascular,Solyc06g082900
Vascular,Solyc06g082915
Vascular,Solyc06g083340
Vascular,Solyc06g083410
Vascular,Solyc06g083933
Vascular,Solyc06g084450
Vascular,Solyc06g084480
Vascular,Solyc06g084483
Vascular,Solyc06g084500
Vascular,Solyc06g084550
Vascular,Solyc06g084626
Vascular,Solyc07g004993
Vascular,Solyc07g005050
Vascular,Solyc07g005140
Vascular,Solyc07g005215
Vascular,Solyc07g005230
Vascular,Solyc07g005360
Vascular,Solyc07g005420
Vascular,Solyc07g005580
Vascular,Solyc07g006060
Vascular,Solyc07g006330
Vascular,Solyc07g006680
Vascular,Solyc07g006960
Vascular,Solyc07g007160
Vascular,Solyc07g007690
Vascular,Solyc07g007760
Vascular,Solyc07g007840
Vascular,Solyc07g008030
Vascular,Solyc07g008090
Vascular,Solyc07g008660
Vascular,Solyc07g009500
Vascular,Solyc07g014730
Vascular,Solyc07g017990
Vascular,Solyc07g026620
Vascular,Solyc07g027025
Vascular,Solyc07g032220
Vascular,Solyc07g039270
Vascular,Solyc07g039280
Vascular,Solyc07g039287
Vascular,Solyc07g039295
Vascular,Solyc07g042830
Vascular,Solyc07g043700
Vascular,Solyc07g044780
Vascular,Solyc07g044790
Vascular,Solyc07g045370
Vascular,Solyc07g048050
Vascular,Solyc07g049400
Vascular,Solyc07g052480
Vascular,Solyc07g052560
Vascular,Solyc07g052830
Vascular,Solyc07g053180
Vascular,Solyc07g053250
Vascular,Solyc07g053790
Vascular,Solyc07g054330
Vascular,Solyc07g054450
Vascular,Solyc07g054680
Vascular,Solyc07g054880
Vascular,Solyc07g055020
Vascular,Solyc07g055180
Vascular,Solyc07g055215
Vascular,Solyc07g055870
Vascular,Solyc07g056590
Vascular,Solyc07g056650
Vascular,Solyc07g062210
Vascular,Solyc07g062890
Vascular,Solyc07g062950
Vascular,Solyc07g063370
Vascular,Solyc07g063510
Vascular,Solyc07g064050
Vascular,Solyc07g064160
Vascular,Solyc07g064850
Vascular,Solyc07g065500
Vascular,Solyc07g065610
Vascular,Solyc07g065980
Vascular,Solyc07g066010
Vascular,Solyc07g066030
Vascular,Solyc07g066050
Vascular,Solyc07g066070
Vascular,Solyc07g066230
Vascular,Solyc07g066480
Vascular,Solyc07g066620
Vascular,Solyc07g066660
Vascular,Solyc08g005300
Vascular,Solyc08g005350
Vascular,Solyc08g005450
Vascular,Solyc08g005560
Vascular,Solyc08g006910
Vascular,Solyc08g007070
Vascular,Solyc08g007080
Vascular,Solyc08g007130
Vascular,Solyc08g007200
Vascular,Solyc08g007750
Vascular,Solyc08g008445
Vascular,Solyc08g014330
Vascular,Solyc08g014550
Vascular,Solyc08g015860
Vascular,Solyc08g044410
Vascular,Solyc01g105480
Vascular,Solyc08g023490
Vascular,Solyc08g023493
Vascular,Solyc08g023497
Vascular,Solyc08g029150
Vascular,Solyc08g029115
Vascular,Solyc08g029000
Vascular,Solyc08g061140
Vascular,Solyc08g061250
Vascular,Solyc08g062950
Vascular,Solyc08g065220
Vascular,Solyc08g065450
Vascular,Solyc08g065880
Vascular,Solyc08g066060
Vascular,Solyc08g066640
Vascular,Solyc08g066810
Vascular,Solyc08g066850
Vascular,Solyc08g067060
Vascular,Solyc08g067740
Vascular,Solyc08g067960
Vascular,Solyc08g068130
Vascular,Solyc08g068220
Vascular,Solyc08g068390
Vascular,Solyc08g074480
Vascular,Solyc08g075500
Vascular,Solyc08g075520
Vascular,Solyc08g075680
Vascular,Solyc08g076410
Vascular,Solyc08g076490
Vascular,Solyc08g076580
Vascular,Solyc08g076680
Vascular,Solyc08g077310
Vascular,Solyc08g078230
Vascular,Solyc08g078690
Vascular,Solyc08g078900
Vascular,Solyc08g079030
Vascular,Solyc08g079240
Vascular,Solyc08g079850
Vascular,Solyc08g079890
Vascular,Solyc08g080000
Vascular,Solyc08g080250
Vascular,Solyc08g080400
Vascular,Solyc08g080420
Vascular,Solyc08g080510
Vascular,Solyc08g080540
Vascular,Solyc08g081250
Vascular,Solyc08g081580
Vascular,Solyc08g081620
Vascular,Solyc08g082180
Vascular,Solyc08g082345
Vascular,Solyc08g082390
Vascular,Solyc08g082410
Vascular,Solyc09g005580
Vascular,Solyc09g005740
Vascular,Solyc09g007110
Vascular,Solyc09g007340
Vascular,Solyc09g008190
Vascular,Solyc09g008230
Vascular,Solyc09g008450
Vascular,Solyc09g008530
Vascular,Solyc09g009100
Vascular,Solyc09g009340
Vascular,Solyc09g009720
Vascular,Solyc09g009910
Vascular,Solyc09g010240
Vascular,Solyc09g010285
Vascular,Solyc09g010320
Vascular,Solyc09g010540
Vascular,Solyc09g010870
Vascular,Solyc09g011370
Vascular,Solyc09g014530
Vascular,Solyc09g014890
Vascular,Solyc09g015850
Vascular,Solyc09g016950
Vascular,Solyc09g018840
Vascular,Solyc09g018950
Vascular,Solyc09g020150
Vascular,Solyc09g042785
Vascular,Solyc09g031790
Vascular,Solyc09g048970
Vascular,Solyc09g055830
Vascular,Solyc09g056100
Vascular,Solyc09g056130
Vascular,Solyc09g056135
Vascular,Solyc09g056260
Vascular,Solyc09g064540
Vascular,Solyc09g064890
Vascular,Solyc09g065655
Vascular,Solyc09g065990
Vascular,Solyc09g066080
Vascular,Solyc09g072700
Vascular,Solyc09g074090
Vascular,Solyc09g074360
Vascular,Solyc09g074650
Vascular,Solyc09g074730
Vascular,Solyc09g075760
Vascular,Solyc09g075790
Vascular,Solyc09g082340
Vascular,Solyc09g082760
Vascular,Solyc09g083120
Vascular,Solyc09g083200
Vascular,Solyc09g083320
Vascular,Solyc09g089810
Vascular,Solyc09g089850
Vascular,Solyc09g090400
Vascular,Solyc09g091100
Vascular,Solyc09g091460
Vascular,Solyc09g091880
Vascular,Solyc09g091960
Vascular,Solyc09g092090
Vascular,Solyc09g092320
Vascular,Solyc09g097910
Vascular,Solyc10g005000
Vascular,Solyc10g005610
Vascular,Solyc10g005670
Vascular,Solyc10g005750
Vascular,Solyc10g005830
Vascular,Solyc10g005840
Vascular,Solyc10g006190
Vascular,Solyc10g006710
Vascular,Solyc10g006730
Vascular,Solyc10g007030
Vascular,Solyc10g007600
Vascular,Solyc10g007690
Vascular,Solyc10g008780
Vascular,Solyc10g009060
Vascular,Solyc10g009100
Vascular,Solyc10g009110
Vascular,Solyc10g009160
Vascular,Solyc10g009360
Vascular,Solyc10g017510
Vascular,Solyc10g018850
Vascular,Solyc10g039210
Vascular,Solyc10g039280
Vascular,Solyc10g061880
Vascular,Solyc10g048060
Vascular,Solyc10g049580
Vascular,Solyc10g049590
Vascular,Solyc10g051200
Vascular,Solyc10g055260
Vascular,Solyc10g055540
Vascular,Solyc10g055610
Vascular,Solyc10g055820
Vascular,Solyc10g074990
Vascular,Solyc10g076270
Vascular,Solyc10g076400
Vascular,Solyc10g076510
Vascular,Solyc10g076940
Vascular,Solyc10g078470
Vascular,Solyc10g078760
Vascular,Solyc10g079075
Vascular,Solyc10g079090
Vascular,Solyc10g079170
Vascular,Solyc10g079310
Vascular,Solyc10g080130
Vascular,Solyc10g080200
Vascular,Solyc10g080280
Vascular,Solyc10g080470
Vascular,Solyc10g081550
Vascular,Solyc10g083300
Vascular,Solyc10g083380
Vascular,Solyc10g083470
Vascular,Solyc10g083480
Vascular,Solyc10g083710
Vascular,Solyc10g083910
Vascular,Solyc10g084080
Vascular,Solyc10g084320
Vascular,Solyc10g084630
Vascular,Solyc10g084740
Vascular,Solyc10g084745
Vascular,Solyc10g084810
Vascular,Solyc10g084980
Vascular,Solyc10g085040
Vascular,Solyc10g085090
Vascular,Solyc10g085670
Vascular,Solyc10g086150
Vascular,Solyc10g086440
Vascular,Solyc10g086630
Vascular,Solyc10g086710
Vascular,Solyc10g086730
Vascular,Solyc11g005340
Vascular,Solyc11g005590
Vascular,Solyc11g005937
Vascular,Solyc11g006230
Vascular,Solyc11g006560
Vascular,Solyc11g007090
Vascular,Solyc11g007310
Vascular,Solyc11g007530
Vascular,Solyc11g007700
Vascular,Solyc11g008103
Vascular,Solyc11g008550
Vascular,Solyc11g008730
Vascular,Solyc11g008910
Vascular,Solyc11g010625
Vascular,Solyc11g010800
Vascular,Solyc11g010880
Vascular,Solyc11g011040
Vascular,Solyc11g011300
Vascular,Solyc11g012460
Vascular,Solyc11g012550
Vascular,Solyc11g012785
Vascular,Solyc11g013155
Vascular,Solyc11g013770
Vascular,Solyc11g018510
Vascular,Solyc11g020030
Vascular,Solyc11g021060
Vascular,Solyc11g021170
Vascular,Solyc11g021240
Vascular,Solyc11g021290
Vascular,Solyc11g051200
Vascular,Solyc11g027645
Vascular,Solyc11g027660
Vascular,Solyc11g027670
Vascular,Solyc11g027710
Vascular,Solyc11g027770
Vascular,Solyc11g032100
Vascular,Solyc11g045690
Vascular,Solyc11g045610
Vascular,Solyc11g045440
Vascular,Solyc11g045100
Vascular,Solyc11g044870
Vascular,Solyc11g044620
Vascular,Solyc11g044610
Vascular,Solyc11g043155
Vascular,Solyc11g042460
Vascular,Solyc11g039980
Vascular,Solyc11g056400
Vascular,Solyc11g056450
Vascular,Solyc11g063510
Vascular,Solyc11g063520
Vascular,Solyc11g065090
Vascular,Solyc11g066290
Vascular,Solyc11g066450
Vascular,Solyc11g066665
Vascular,Solyc11g066990
Vascular,Solyc11g068690
Vascular,Solyc11g068745
Vascular,Solyc11g068990
Vascular,Solyc11g069800
Vascular,Solyc11g071420
Vascular,Solyc11g071580
Vascular,Solyc11g072150
Vascular,Solyc11g072160
Vascular,Solyc11g072380
Vascular,Solyc11g072490
Vascular,Solyc11g072740
Vascular,Solyc11g073120
Vascular,Solyc12g005030
Vascular,Solyc12g005090
Vascular,Solyc12g005093
Vascular,Solyc12g005340
Vascular,Solyc12g005400
Vascular,Solyc12g006230
Vascular,Solyc12g006570
Vascular,Solyc12g006690
Vascular,Solyc12g008420
Vascular,Solyc12g008710
Vascular,Solyc12g008770
Vascular,Solyc12g008790
Vascular,Solyc12g008970
Vascular,Solyc12g009480
Vascular,Solyc12g009800
Vascular,Solyc12g013750
Vascular,Solyc12g014440
Vascular,Solyc12g014590
Vascular,Solyc12g015640
Vascular,Solyc12g015660
Vascular,Solyc12g016210
Vascular,Solyc12g017420
Vascular,Solyc12g017470
Vascular,Solyc12g017570
Vascular,Solyc12g017970
Vascular,Solyc12g019975
Vascular,Solyc12g021310
Vascular,Solyc12g021320
Vascular,Solyc12g068070
Vascular,Solyc12g062250
Vascular,Solyc12g036415
Vascular,Solyc12g036500
Vascular,Solyc12g036550
Vascular,Solyc12g038570
Vascular,Solyc12g038700
Vascular,Solyc12g042080
Vascular,Solyc12g042980
Vascular,Solyc12g043030
Vascular,Solyc12g043050
Vascular,Solyc12g044190
Vascular,Solyc12g044370
Vascular,Solyc12g044950
Vascular,Solyc12g049540
Vascular,Solyc12g056280
Vascular,Solyc12g056560
Vascular,Solyc12g087893
Vascular,Solyc12g088220
Vascular,Solyc12g088250
Vascular,Solyc12g088370
Vascular,Solyc12g088450
Vascular,Solyc12g088910
Vascular,Solyc12g089040
Vascular,Solyc12g089140
Vascular,Solyc12g089340
Vascular,Solyc12g094430
Vascular,Solyc12g094540
Vascular,Solyc12g094620
Vascular,Solyc12g096110
Vascular,Solyc12g096330
Vascular,Solyc12g096400
Vascular,Solyc12g096580
Vascular,Solyc12g096670
Vascular,Solyc12g098260
Vascular,Solyc12g098400
Vascular,Solyc12g098540
Vascular,Solyc12g098700
Vascular,Solyc12g099270
Vascular,Solyc12g100270
Vascular,Solyc12g100357
Vascular_WOX4,Solyc00g008915
Vascular_WOX4,Solyc00g009050
Vascular_WOX4,Solyc00g009760
Vascular_WOX4,Solyc00g010525
Vascular_WOX4,Solyc00g011160
Vascular_WOX4,Solyc00g012440
Vascular_WOX4,Solyc00g013140
Vascular_WOX4,Solyc00g013150
Vascular_WOX4,Solyc00g013186
Vascular_WOX4,Solyc00g014395
Vascular_WOX4,Solyc00g014830
Vascular_WOX4,Solyc00g015737
Vascular_WOX4,Solyc00g019980
Vascular_WOX4,Solyc00g020020
Vascular_WOX4,Solyc00g021630
Vascular_WOX4,Solyc00g021640
Vascular_WOX4,Solyc00g022090
Vascular_WOX4,Solyc00g022107
Vascular_WOX4,Solyc00g025290
Vascular_WOX4,Solyc00g025400
Vascular_WOX4,Solyc00g036750
Vascular_WOX4,Solyc00g039990
Vascular_WOX4,Solyc00g068970
Vascular_WOX4,Solyc00g071180
Vascular_WOX4,Solyc06g024210
Vascular_WOX4,Solyc00g095465
Vascular_WOX4,Solyc00g118680
Vascular_WOX4,Solyc00g171810
Vascular_WOX4,Solyc00g195360
Vascular_WOX4,Solyc00g230060
Vascular_WOX4,Solyc01g005100
Vascular_WOX4,Solyc01g006810
Vascular_WOX4,Solyc01g008050
Vascular_WOX4,Solyc01g008480
Vascular_WOX4,Solyc01g008640
Vascular_WOX4,Solyc01g008790
Vascular_WOX4,Solyc01g008800
Vascular_WOX4,Solyc01g008890
Vascular_WOX4,Solyc01g008930
Vascular_WOX4,Solyc01g009070
Vascular_WOX4,Solyc01g015285
Vascular_WOX4,Solyc01g016455
Vascular_WOX4,Solyc01g016550
Vascular_WOX4,Solyc01g017050
Vascular_WOX4,Solyc01g017490
Vascular_WOX4,Solyc01g017485
Vascular_WOX4,Solyc01g017500
Vascular_WOX4,Solyc01g017600
Vascular_WOX4,Solyc01g034150
Vascular_WOX4,Solyc01g044480
Vascular_WOX4,Solyc01g057210
Vascular_WOX4,Solyc01g058010
Vascular_WOX4,Solyc01g058020
Vascular_WOX4,Solyc01g058410
Vascular_WOX4,Solyc01g058500
Vascular_WOX4,Solyc01g065590
Vascular_WOX4,Solyc01g067107
Vascular_WOX4,Solyc01g067570
Vascular_WOX4,Solyc01g067580
Vascular_WOX4,Solyc01g067600
Vascular_WOX4,Solyc01g067610
Vascular_WOX4,Solyc01g067690
Vascular_WOX4,Solyc01g067700
Vascular_WOX4,Solyc01g068260
Vascular_WOX4,Solyc01g079507
Vascular_WOX4,Solyc01g080040
Vascular_WOX4,Solyc01g080450
Vascular_WOX4,Solyc01g080590
Vascular_WOX4,Solyc01g080660
Vascular_WOX4,Solyc01g080830
Vascular_WOX4,Solyc01g080910
Vascular_WOX4,Solyc01g081050
Vascular_WOX4,Solyc01g081240
Vascular_WOX4,Solyc01g081320
Vascular_WOX4,Solyc01g073670
Vascular_WOX4,Solyc01g073755
Vascular_WOX4,Solyc01g086895
Vascular_WOX4,Solyc01g086970
Vascular_WOX4,Solyc01g086995
Vascular_WOX4,Solyc01g087290
Vascular_WOX4,Solyc01g087320
Vascular_WOX4,Solyc01g087332
Vascular_WOX4,Solyc01g087360
Vascular_WOX4,Solyc01g087380
Vascular_WOX4,Solyc01g087385
Vascular_WOX4,Solyc01g087400
Vascular_WOX4,Solyc01g087410
Vascular_WOX4,Solyc01g087420
Vascular_WOX4,Solyc01g088040
Vascular_WOX4,Solyc01g088200
Vascular_WOX4,Solyc01g090225
Vascular_WOX4,Solyc01g090250
Vascular_WOX4,Solyc01g090500
Vascular_WOX4,Solyc01g090940
Vascular_WOX4,Solyc01g091385
Vascular_WOX4,Solyc01g091780
Vascular_WOX4,Solyc01g094330
Vascular_WOX4,Solyc01g094580
Vascular_WOX4,Solyc01g094630
Vascular_WOX4,Solyc01g095070
Vascular_WOX4,Solyc01g095090
Vascular_WOX4,Solyc01g095330
Vascular_WOX4,Solyc01g096120
Vascular_WOX4,Solyc01g096410
Vascular_WOX4,Solyc01g096630
Vascular_WOX4,Solyc01g097150
Vascular_WOX4,Solyc01g097210
Vascular_WOX4,Solyc01g097220
Vascular_WOX4,Solyc01g098450
Vascular_WOX4,Solyc01g098520
Vascular_WOX4,Solyc01g099700
Vascular_WOX4,Solyc01g099930
Vascular_WOX4,Solyc01g099970
Vascular_WOX4,Solyc01g100080
Vascular_WOX4,Solyc01g100270
Vascular_WOX4,Solyc01g100650
Vascular_WOX4,Solyc01g100960
