"","VEG-05-Flt-SN01-Adv-Root-Red","VEG-05-Flt-SN03-Adv-Root-Red","VEG-05-Flt-SN04-Adv-Root-Red","VEG-05-Flt-SN05-Adv-Root-Red","VEG-05-Flt-SN06-Adv-Root-Red","VEG-05-Flt-SN010-Adv-Root-Blue","VEG-05-Flt-SN012-Adv-Root-Blue","VEG-05-Flt-SN07-Adv-Root-Blue","VEG-05-Flt-SN08-Adv-Root-Blue","VEG-05-Gnd-SN02-Adv-Root-Red","VEG-05-Gnd-SN04-Adv-Root-Red","VEG-05-Gnd-SN05-Adv-Root-Red","VEG-05-Gnd-SN07-Adv-Root-Blue","VEG-05-Gnd-SN09-Adv-Root-Blue","VEG-05-Gnd-SN10-Adv-Root-Blue"
"Solyc02g084650.3",9.2055435136647,10.7655098284909,10.6042237671997,9.33218469541509,9.92317459360483,9.28663026554442,9.03390611399701,11.0712200740262,9.30890575730796,9.90100353592349,9.91358241576889,9.10742361836813,9.10554072295944,9.21170435273299,8.40330684705143
"Solyc02g084660.3",9.84525067857502,10.402799764182,10.1582471834557,9.90208964643122,10.0175271449247,10.243014244958,10.2317505254614,10.3794646644947,9.81290174382645,10.0738936254338,10.1319324643476,9.79126161780817,9.96909112113179,9.93661577579053,9.7574206111073
"Solyc02g084670.3",4.44971291533432,3.92486585636673,4.45265585866859,4.50325765738997,5.18419437238997,4.78195993245536,4.94662859107056,5.29064085482605,4.80303578004955,4.89887592941754,5.74281973159731,5.03189023476276,4.7815749361206,4.96819418414935,4.8776215426897
"Solyc02g084680.2",7.86877226498788,8.97902661575562,8.44947511027237,7.65884681134061,8.85265634036559,7.55263213295403,7.01124375828599,7.03905362142115,7.3950101789129,9.01721258473464,9.09363227693512,7.97105206523013,7.72652592556141,7.15400715336244,6.75636303473495
"Solyc02g084700.3",11.111763762218,9.87025070418716,10.2484134713625,10.8185349107081,10.7072189134152,10.6465094152096,10.7673173501012,10.8108369038788,10.9545649643263,11.1567739901383,11.1370110309292,10.8861721868712,11.0075069616887,10.986654432008,11.1799120396019
"Solyc02g084710.3",8.83376564221328,10.7140643530367,10.0964608841104,9.74211431589073,9.37329331496931,9.34537455349268,9.36653361698438,10.2702361832469,8.82347580619186,8.43406680994605,9.30130477280528,8.90236835541395,8.27777188250568,8.07529277772851,8.73396891696087
"Solyc02g084720.3",7.91152788714542,9.94484435086772,9.19765721043521,9.57353536738268,9.3079783536479,8.47264728994819,9.05366907726335,9.16035058654593,9.79624746830195,8.91904707310259,7.9473900710037,9.09427167153891,8.53816759369347,7.65713618595718,8.37139555350251
"Solyc02g084730.3",5.31603616420585,5.36175823807349,5.27701166689512,5.30256793866523,5.29807957720011,5.00271253530596,5.28383315998244,3.92486585636673,5.22134786659154,5.57604371635046,4.93759054925886,5.25117163476696,5.26861075939179,5.35183459841436,5.5341670468348
"Solyc02g084740.3",8.53234354767517,9.96441572908674,9.80503756226302,9.01796735507127,9.19889309560015,8.77852648036073,8.68328497471654,8.73500370975809,9.08969524813778,9.20785094946323,8.62665877241445,9.09956971194577,9.01045638936549,8.77545752867468,8.34338530265316
"Solyc02g084750.3",8.18380176922736,6.99045867735206,7.68571663296597,7.9872278764497,8.01638071371494,7.86307512793789,8.08351927806342,7.11635751585318,8.11352881437756,8.06911612837701,8.08297908096859,8.20213220642665,8.03232998554003,8.36109622918397,8.47970918540081
"Solyc02g084760.3",10.0640223299492,11.1462822448932,10.6883708625655,10.013747218358,10.4746264384448,10.6536243999094,10.5742490737531,10.4577262490236,10.0637845461358,10.2671836987709,10.1050608632359,10.0781322515531,9.94816950726768,9.9145622939795,9.90329755719162
"Solyc02g084770.3",6.85577080848735,7.7090376008132,7.18627224754817,7.79554779613116,7.71210615678988,7.71511631054009,7.85995516683157,7.87787978082663,7.3953808932542,7.2155751791663,7.23890516273811,7.66341382287062,6.96905230382435,6.66756034642887,8.14569351661653
"Solyc02g084800.3",8.28143646986944,12.8751561467591,12.9983854480637,9.77854462948604,9.77080773349741,12.2447734030474,13.5439824366107,12.6560178581913,12.4978157847119,8.73625692883344,8.78666838595914,9.08880082872045,11.2738954750039,8.29268603689112,8.13993613393475
"Solyc02g084810.3",8.30499988850523,8.83579802229679,8.15073127622862,8.74481439635211,8.24560641791969,8.09199905781665,8.5358106082679,8.30288875182659,8.46652339541136,8.54552090041344,8.85172025157666,8.56621500646144,8.38090604645228,8.1804561268186,8.29457823386675
"Solyc02g084820.3",8.83850911695987,7.92419132777309,8.50129194579115,8.95092575043423,8.83541082569153,8.35426834654215,8.64081266586106,8.57747075556524,8.743153015584,9.84891002300018,9.15224526829436,9.11539809653894,8.67981524068422,8.56005234741124,8.67629624866725
"Solyc02g084830.3",7.1240681181165,5.89211497150802,5.99418042901421,7.07826805186577,6.44142580555013,6.62563768597692,6.31558487424899,6.9522830097257,6.9465641533509,7.44327720457793,6.90660539630259,7.01211359936028,6.81518480325999,6.97447911931337,7.02603996055832
"Solyc02g084840.3",7.68084221236295,6.77880369571721,5.77679705563493,5.06468868006034,6.52697911075441,5.23225350557111,4.44645806754563,4.91008523341736,5.02371643329094,6.13372226417775,7.1033947197753,7.31517702360383,5.92185495819615,6.46218839893555,9.50787434373949
"Solyc02g084850.3",14.2303385916072,13.6214005126477,12.0891729928413,15.7253037509683,14.7605667342836,9.63916266700779,10.835355939311,11.3203535127611,12.0924705038044,13.8003246664333,14.9497189963208,15.1632480675862,10.4992869834436,12.561365248132,15.8377628686024
"Solyc02g084860.1",6.90850489492927,8.44809736744489,8.85798139328674,8.08989604102578,7.00447681429238,7.77758911942139,8.83552437764866,7.93635403276032,7.23938780798891,7.54337601529663,6.53168668546776,7.19931158908489,6.9433074243794,6.76916245481823,6.70989831637135
"Solyc02g084870.3",8.60580335822052,7.82295527676844,7.58034678490512,8.23416088632864,8.36950940080219,8.10960333358541,8.43981828572518,8.3029561899038,8.84998781461792,9.12817331190611,8.66441899204998,9.22470523910954,9.32006110334483,9.35170239493826,8.71407830827576
"Solyc02g084880.3",8.27189582612273,7.71614630795374,7.54985534796625,8.11404323659091,8.32469840138742,8.7654603928417,9.20141498238005,8.12314093348657,8.41875066078731,8.44234155542064,8.05665824375276,8.39784071539116,8.22535445049869,9.35239134921138,8.77506052064958
"Solyc02g084890.2",9.95502168924701,9.52576751134815,10.3118469435194,9.89211344886032,11.2438698439014,10.1160709884162,8.960305620547,9.98419511257219,11.1426818639401,11.5998250683142,11.2177437811229,11.3109116449358,11.8892338718467,11.6957212274035,10.4759019248643
"Solyc02g084910.3",9.9971797419761,7.71599180669147,9.70673391267656,9.84166606195944,10.2999673929212,8.28214602043797,8.15671924044935,9.39921405057917,9.71671196243718,11.034304792356,10.6552419618981,10.4729153684143,9.98512854582457,9.90177379502782,9.10626522490884
"Solyc02g084920.3",12.6946904900731,12.2829227075187,12.9219970690225,12.7491857279523,12.5767097616539,12.5883062804123,12.5552711964936,12.6966547451674,12.3231586442392,12.5464480059802,12.430226575605,12.4844971606017,12.3517452760696,12.3871178977082,12.8209241427645
"Solyc02g084930.3",6.90593205922578,7.71500537834124,9.75853231848869,6.40303921092403,6.21200207355968,8.35307552324128,9.56208474610259,5.57063091028289,7.57989326799932,6.51345696000901,6.80663725896416,6.36139462933395,8.75585338489558,7.33967330490298,6.62254926510974
"Solyc02g084950.3",8.74947169208269,9.1143501078198,8.95881126955974,8.14482781678549,9.86370636222022,10.745694362706,10.415411567007,7.96484529101178,9.11847491905938,8.59550369209511,9.96217708723079,9.31345177087209,9.90680779927883,10.3242044436065,9.64931637125504
"Solyc02g084960.1",7.10380385436043,3.92486585636673,6.33372543039448,6.06601401721681,6.44636948327687,5.8482016434661,6.50459032595738,5.5746961858091,6.5274693098918,6.51304943951377,6.75843118513125,5.51205487047223,5.92769561361291,6.95878521604893,6.19142358908466
"Solyc02g084970.3",6.16783255612603,5.36341270368801,6.54794667066495,5.5823560121897,5.93491356722717,6.99034252898631,6.81514674531106,6.86447289515326,6.28249492271874,5.69130301073838,5.73925555253204,6.057578664206,6.45208903318989,5.76175036861861,5.69723298227529
"Solyc02g084980.3",9.52041012137945,7.71438336855189,9.16548622200426,7.91480877453903,7.20195385565756,6.69112841343941,8.34934344527834,5.29120969568779,7.00916245361439,7.74433262419518,7.6742014580095,8.99137802016116,10.0954355281747,8.3269305530994,7.75770526474252
"Solyc02g084990.3",7.3408466198614,5.8899613793593,6.98959618865306,7.9961118272374,7.69350007253316,7.74259746568801,8.11726453252977,7.87619778538852,8.29302689907633,7.34476067870589,8.22021671675543,8.13177150340965,7.8477634803538,7.67478482935081,7.77601545751367
"Solyc02g085000.3",9.10138611355392,8.88841799938547,9.61488070236994,8.9454823526828,9.01066104958271,8.44729608457637,8.5398289969959,8.96360084133298,9.35704403790343,9.77294171011208,9.29618974576228,9.40553273172885,9.69526445825076,8.84393020862221,8.75457107345725
"Solyc02g085005.1",5.91127319167655,7.5485845883752,7.01727092772782,5.60756772812397,6.00893098084734,7.1132873338217,7.15246312713517,7.59557995264481,6.33243259607671,5.70846241365899,6.20160390611977,6.01607683491857,6.69290308097201,5.68230078497453,5.75382115605571
"Solyc02g085010.1",8.27108518330451,10.6971079279434,11.5011527309827,8.92655140731444,9.06634982844988,10.2795565596035,10.465981924224,10.7640760879955,9.98104781453271,8.00808293564866,7.95975885985749,8.66664083887687,10.2763871888834,8.33694633766181,8.99182698964634
"Solyc02g085020.3",6.78977997695451,3.92486585636673,4.45198454932671,4.99264918717518,7.81102543432943,5.45910345605602,5.09196677259142,3.92486585636673,5.3279841993603,8.96622995989364,9.2617938282046,9.0768647678741,10.239062321797,8.4832635302685,6.69561026925684
"Solyc02g085030.3",8.43812373065,7.82232882819246,8.09714498852432,8.19245513444297,8.53276368971142,8.34973703950904,8.1217350698458,7.6823010631401,8.40434388953147,8.32560076753556,8.64969707446023,8.5700383110322,8.79853449869134,7.93139699731646,8.00564625481245
"Solyc02g085035.1",7.2463099207277,3.92486585636673,4.45250299959869,5.84085487369019,5.57725084349208,4.31287196990015,5.28007374186211,4.90825509681271,6.82070857006404,7.5211570102953,6.54288021411351,7.53843871534579,7.54627559667747,6.84000805561946,6.4249568935494
"Solyc02g085040.3",10.7352490913527,11.6979071891111,11.337472494337,11.3787514269288,11.0004116514386,11.4383703760367,11.0325599855516,11.0174046924736,10.5544538979425,10.8449971096064,10.7146439566032,10.6374813046232,10.1961283637953,10.397154721091,11.0772145685873
"Solyc02g085050.3",11.5372304208131,11.8620706863983,12.0485812901154,11.6106990733466,11.6113821494216,10.3229907216424,10.2781878799324,10.7375851979958,10.5710549090616,11.5719666765628,11.7575174155242,11.1767697594314,10.8493800506304,10.7412222931084,10.6881430531109
"Solyc02g085080.3",6.97868019906276,8.48437709530477,7.96083672329317,8.07052539668423,7.76065595423328,7.95058318465041,7.70027957546012,8.00544567566327,7.332604163218,7.29011212765286,7.64523083556568,7.822191121235,7.25742481752218,7.09124232223155,7.50833306773209
"Solyc02g085090.1",5.22633607377628,3.92486585636673,4.45153911322682,5.19172095979333,5.49367538868235,4.78525649820315,4.88817490651368,3.92486585636673,5.17652621978294,4.9735927177448,5.01340856643026,5.25023293299929,4.89117142314808,4.66825857078281,4.86101527486123
"Solyc02g085100.3",6.7761953335772,9.15496102059304,8.53974475397463,7.70297689061135,7.79494841200357,8.49297544652943,8.50386670605605,8.55152711909811,8.2566250985792,6.95138283943437,6.99325220299725,7.41909928379066,6.9783130566148,6.76336341415834,6.90351155878718
"Solyc02g085120.3",4.29700786847744,5.36609815201819,5.72029737219435,5.5795705542435,5.39789306174499,5.60997181929224,6.22798350117868,5.29067337262572,6.22274218139112,4.89887435498792,3.92486585636673,4.59279200889511,5.22213738559375,4.16299993465609,4.48151355165931
"Solyc02g085130.3",8.13256139252266,7.82097080858581,7.34281022392823,8.00382648324729,8.38108991944465,7.14685187112225,7.00899845476435,6.86437372011289,7.40617695920814,8.29829637795743,8.13473547139855,7.92030505606636,7.61508830145359,7.50941052597667,7.48057250057036
"Solyc02g085140.3",10.6542184237874,10.2846820556534,10.9027126282125,9.90667777449234,10.71641559412,10.2435079739827,10.423304694167,10.4298064408809,11.0535486638718,11.1097709354947,10.6746430557579,10.7682709023064,11.728759630455,10.8092903469031,10.3608241324566
"Solyc02g085150.3",4.29705672288381,3.92486585636673,3.92486585636673,3.92486585636673,4.91283208294615,4.4723589251165,4.37558212765151,3.92486585636673,4.83867360894374,4.32875805436835,4.64946838137847,4.78160491333296,5.00516496798048,4.72237617153302,5.43745473391084
"Solyc02g085160.1",4.56620270871975,3.92486585636673,3.92486585636673,4.63419630282665,4.91416420609283,4.93727357839444,4.3773436369689,3.92486585636673,4.69069157792613,4.41867474934716,4.51636777252768,5.08939578384989,5.70441961325508,5.23436562106598,4.26089224859613
"Solyc02g085170.3",4.74818235031046,8.34521394509098,5.51978024348154,5.1877463215032,5.65780833657202,5.22886358657951,4.44445222315051,3.92486585636673,4.18218143115056,5.13778665239491,5.08911644553579,5.12004696525206,5.13283751754292,4.669875565671,4.48111601841699
"Solyc02g085180.3",8.98442293358422,10.2279843226903,10.2748995848222,9.75845341930479,8.92460245093688,9.91445930969626,10.6270403965245,10.0546067284447,9.48028920551122,8.45969433418234,8.75391454158626,9.17351105673871,9.70167956620778,8.98521022117853,8.45150864986695
"Solyc02g085190.2",5.2718613741727,3.92486585636673,4.66677283261202,5.96956476444954,5.39865031990831,5.6116545543944,5.21362684349944,3.92486585636673,5.12567582776249,5.13778222012829,4.64958710582285,5.20139622038593,4.52031362850755,4.55018186989049,6.01398672704167
"Solyc02g085210.1",6.93156918141733,7.31326837255317,7.94353213893027,7.64822663146761,7.10539831185297,8.03610568096061,8.26864783571507,7.63487707355988,7.60665955953229,6.72871507752837,6.30625669193151,6.81193733765411,6.88851415940007,7.45466670567469,7.82758815927804
"Solyc02g085220.3",7.47941247248838,8.02298472590941,7.95062030884461,7.64261794325021,8.04242821118179,8.28595313294033,7.73685239787431,7.78028967682658,7.35184034254834,7.3555998510116,8.05821779167788,7.72154789507728,7.08581370798626,7.45561828382144,7.85255057142394
"Solyc02g085230.3",9.15113125549185,7.17012876846159,8.33810436209536,9.67598176387684,8.99614976867439,8.43688740036488,8.42993535271911,8.19693845613534,9.04316048901504,9.57295156232107,8.83042306272166,9.2021185264348,8.87503717500427,9.22812792767199,9.46028090538742
"Solyc02g085240.3",5.61713511440024,5.87785615803787,5.83085165515144,5.74810627432067,5.66248044424418,5.58381791540116,5.98146415208913,5.5763134873624,5.53736290058136,5.19605251029034,5.37557626123972,5.60411356135312,5.4380536428473,5.07941618645358,5.69113031458533
"Solyc02g085245.1",4.45068731529811,5.850077108731,5.26460943609101,4.51646328633736,3.92486585636673,4.3215698431712,5.09494907934535,4.91860229845754,4.5599056966669,4.55995414595964,3.92486585636673,4.72945586897567,4.3842724347896,4.60237569808062,4.89166223666152
"Solyc02g085250.3",9.03314983919419,9.15979179820705,8.56547573087104,8.90658033729274,9.04545875887003,8.77475444407131,8.52811553205389,8.19841553750077,8.6981934993337,8.95771745079566,8.73258339116322,8.70827754601341,8.60493086508168,8.78779074793774,8.64829265134997
"Solyc02g085280.2",9.16184848924539,9.67496454702158,9.58278267862928,9.12269923608552,8.71392128433394,8.63441331123448,8.95827525492934,9.53574871290841,8.51822233121646,8.78011450613411,8.88206924302521,8.79614837629004,8.72940508246548,8.58665132971611,9.04893226090887
"Solyc02g085285.1",8.28683870437212,5.84348916527171,6.45597454942152,6.5193647903561,7.39200119414711,5.57634757242272,6.41387662730576,5.30695097413751,6.80530051784567,8.1698875999133,6.97339249994928,7.05760181888994,7.17931461850428,7.32168172456609,6.7161916721525
"Solyc02g085310.3",7.41461144818836,5.86734391631235,5.76944544135818,5.31651128594754,5.94405420422578,4.87232357607209,5.34431686194989,3.92486585636673,5.90824133889991,7.16673812916655,6.33538455300712,6.09560792839015,6.02524106756094,6.19017144308252,5.5942217731648
"Solyc02g085315.1",5.64933219805109,3.92486585636673,4.96146985139592,5.2500160741844,5.49387192038488,5.18038789462522,4.88853537852659,3.92486585636673,5.38937906175853,5.37855904948971,5.69497104462138,5.45275590753663,5.43936225644479,5.23422269347644,5.82009940811329
"Solyc02g085320.1",4.56600263133022,3.92486585636673,4.62819324915162,4.35436993148027,5.0739624132119,4.66787588209563,4.42293542662663,4.92624303065913,5.00913499471921,4.68059167758986,4.48624412852548,5.67601036650736,4.80045277028128,4.67818445031451,5.27106468541156
"Solyc02g085340.1",8.06264596983208,6.78600043672113,7.24821239916841,8.01657955716222,8.45361894130176,9.5018838071457,9.23535123027588,7.51769037801272,8.940117538459,7.82310076862684,8.10902623124151,8.90689459707693,9.29293034463666,9.1871194570191,9.06856558889594
"Solyc02g085350.3",11.8957702725579,11.9768605255311,11.8777215547168,11.8740587540308,11.5989711999033,11.56185711526,12.1014041574851,12.4169966173703,12.0015102834387,11.8790453683854,11.6001320840722,11.7911468015862,11.7775979027963,11.6166172678316,11.8746982992414
"Solyc02g085360.3",5.93458265114488,5.36440076420435,6.29968066514102,6.3598366394237,6.70980887096278,5.68168772705392,6.54099512877154,5.29143840456994,6.48087150806316,6.89359894020978,7.47445429232102,6.75054309542915,6.03184705128997,5.75049392724943,5.54304621666465
"Solyc02g085370.3",7.63599538653102,6.78970635382671,7.74367581809898,7.44063652390903,7.27231061297687,7.57209345838514,7.6176478273255,7.51573851639844,7.47566270083674,7.59057532593669,7.75845628403753,7.29023930366882,7.32427865576869,7.58351797124054,7.52033062712313
"Solyc02g085375.1",5.43891103122377,5.87654456984732,5.51455042231601,5.67357719038601,5.8092594964162,5.54668776406703,5.5291552061403,6.16039992641612,5.63601946007568,5.95373084788484,4.93111241886138,5.38650460850578,5.59501708381799,5.84594489961528,5.50706811070973
"Solyc02g085380.3",4.74812926458619,6.99128505317348,5.89147785417084,5.93742541757673,6.1608053372203,6.22509615730793,5.06228270188249,6.29978224569306,5.17319754657161,5.42570153384872,5.9529082237789,5.7463982424843,4.49028346174757,4.88946833350911,5.57914055150915
"Solyc02g085390.3",7.6655006075882,7.46827135384986,7.65690246072399,9.47130943408306,8.66942420791931,7.08593649987708,7.43595696751692,7.62842347381095,8.44553829256046,8.74031044674559,8.24855726767164,8.84709204670452,6.41219728450651,7.18670841549539,9.21405144943454
"Solyc02g085400.3",6.30934988007264,6.54802099103745,6.41192936392647,5.35237567827782,6.93401157319451,5.27867798330234,4.50507488924756,5.57113882509377,5.1256629474819,7.46307866255375,6.80493819709352,6.41957903901455,4.95847382253337,5.16874731126662,4.65267308773865
"Solyc02g085420.3",12.7180342142776,10.7380461335112,11.0072148174692,12.3870031583808,12.29114390072,11.7128731416157,11.5877895866258,11.729597467219,12.1771308297582,12.5013798210863,12.8859021227801,12.4286438758184,12.4449071765588,12.5471323299558,12.8928014008895
"Solyc02g085430.3",6.03274593164564,7.71618526319303,6.61312553914965,5.90547603087136,6.26082113666487,5.77842746482995,5.42204613197675,5.57029930641462,5.65757298608029,5.95431146627994,6.24273113713693,5.62815145656227,5.47063074235349,4.88965076063842,5.29558150832022
"Solyc02g085440.3",5.12760635582219,3.92486585636673,5.27779338620478,4.63214406973956,5.39889707547859,4.3132474844578,4.69962493810544,3.92486585636673,4.83884204704337,6.0812144111675,5.43613940982531,5.72915501575917,5.29206805303673,4.66961941861534,4.48093635524307
"Solyc02g085450.2",6.84242559922627,7.32539359242,7.08183018590095,6.71438221864601,7.36342910244639,7.33658613229898,7.39479793598878,6.66482819940837,6.87660738626169,6.98653774070408,7.09897991704576,6.80998628395347,7.06512827477656,6.83962964852918,6.86476365549792
"Solyc02g085470.3",8.33711660642716,9.11840602173931,7.53312747763028,8.30322819679998,8.14808186893065,8.70701755567035,8.05944375629352,8.04576496536589,8.01944269715302,8.13536421233261,8.53389996118301,8.57697202951779,8.04245175995937,8.07363150534603,8.55991782003995
"Solyc02g085480.3",4.56595068960777,3.92486585636673,5.27865077936923,5.57994334260644,5.87009519727706,5.45613360362544,5.45978557651918,5.29083573947289,5.56277804154879,5.42571107067386,5.6214607598307,5.53563671752117,5.03539667191644,4.86177464473448,5.1916976274893
"Solyc02g085500.3",6.83014036320189,3.92486585636673,5.71674094183713,7.34514367453163,8.61183626229113,6.68254153353659,5.98639351810286,4.9102703786826,6.61667234161022,8.35730673090777,8.44869905258697,8.12751167617295,8.02505979710378,7.23486876506549,6.86199628186286
"Solyc02g085510.1",5.31871871328337,5.28273889162545,5.77335657282299,5.69054948930905,6.1959165032646,5.43430684228174,4.71685835463028,4.92780554371987,4.78424622112441,5.94467997436058,6.08508140018425,5.55194784674913,5.3522088211021,5.45056021051878,4.99712426194607
"Solyc02g085520.3",8.57117054164799,8.78630917906227,8.18317144658807,9.17764516765073,8.87239329768209,8.76100599985076,8.62942570837619,8.80605678753451,8.75536925121356,8.69095625190655,8.61128204751869,8.68683369207509,8.21157485396524,8.78176894629203,9.37565233159353
"Solyc02g085560.3",9.15900678080101,6.78788530680941,8.4772582120535,9.36986922995372,9.2222712611723,8.55328585319223,8.13222012142269,7.39530594310743,8.84747123916471,9.53609728310889,9.68774467228927,9.33314787901565,9.27470911338068,9.2717471885473,9.44682080341398
"Solyc02g085570.3",11.1461231739444,11.0248620042292,10.7621727419101,10.9330957050686,10.9563214095367,10.8717861902053,10.6268054380572,11.1046235428844,10.6717986307169,10.9550256061403,11.0386451299698,10.7855477830267,10.9967580302016,10.955957869842,11.2336832634354
"Solyc02g085580.3",9.89453892747883,10.1460973161041,9.58107441068653,8.6780135463574,9.33063393962335,10.438968034245,10.1083261486083,9.46019492743763,10.0027011404855,9.10017915119919,8.69086215884307,8.7912274721465,9.95435875327689,9.90321946312005,9.61378335109707
"Solyc02g085590.3",5.74162044266721,5.36509687761628,4.66697243331771,5.18718253670582,5.57732850207486,5.27805484328216,4.18555976333281,3.92486585636673,5.0745432664232,6.04031503818915,6.82343571663214,5.89782322666138,5.84825837329626,5.27474652252347,7.24551599234415
"Solyc02g085600.1",8.84505259677907,6.54704085500882,7.82247370841671,7.61130307028806,8.47427201767725,7.76532958435639,8.26108881575967,7.45875982893849,8.02914886208258,8.80933287220876,8.53111181709882,8.25153162675592,8.86393474944746,9.20526391310483,7.99322589835382
"Solyc02g085610.3",8.45094986306663,8.01647011256551,8.04097990526677,7.96893789482164,8.21102013327999,8.58615184073949,8.31961310783987,9.12617391483622,8.25082407807793,8.23066379474961,8.34575408514,8.38352595264133,8.28243686971591,8.35989739858843,8.70030118355036
"Solyc02g085620.3",4.44984928625527,3.92486585636673,3.92486585636673,5.24751327164275,5.05933633937948,4.31361893763909,4.74155155779631,3.92486585636673,4.80473555822841,4.56038055267034,5.01544807186661,5.55280493037383,4.34721128859996,4.47950921944142,5.10718839648719
"Solyc02g085630.3",7.32301714820764,10.1545896580813,9.89727706603422,9.08683673475119,8.60181528574605,9.02921359816538,9.43416058542528,9.46591095188812,9.61101926923113,8.27868829430004,8.274534308527,9.50258238729975,8.0153772165778,7.67503605399401,9.48155185049944
"Solyc02g085640.3",10.3772907524638,11.1768457493781,10.6944576110721,10.5982093006835,10.468153852177,11.0136249835192,10.7026792818828,10.7334994640005,10.5928687611486,10.4989792560337,10.2670279549597,10.539140646946,10.3793917368839,10.2328035207946,10.2980132112997
"Solyc02g085650.3",8.07395536300374,7.16286627529532,7.1862932103899,7.90484210422786,8.07275956608109,7.40871511488758,7.51219426205027,7.51952558149054,7.58732849034433,7.80366914730431,7.41561679665008,7.70996973942325,7.64890941673786,8.05679848767122,8.4074764480538
"Solyc02g085660.1",4.82447685530635,5.36320591479034,9.686559093064,5.40307192166932,5.18525696040347,6.93866923598331,8.84673454401061,7.0383795049951,6.67704747514114,5.04277741834055,4.85343870226227,4.96654835023693,5.00499318931048,4.651008184342,5.57770418527644
"Solyc02g085670.3",7.87433801952488,5.89367544914321,7.3453648788738,7.77092025355996,6.90239805949275,7.32383821857899,7.88970403961958,7.39405182571449,8.28488662415603,8.23664513556385,7.53155375696071,7.99400285327789,8.51355898530684,8.38953298186283,7.87993824608082
"Solyc02g085672.1",8.00088944004731,9.58515840733383,9.13833285089419,7.93179277357211,8.53323219883991,8.85784577568237,8.6299810804883,8.26980588621532,7.99376281119265,8.08508898584948,8.54130854228418,8.06157945181836,8.20378539721534,8.33750605050945,8.42158996355264
"Solyc02g085690.3",6.74962906485223,5.35489555511024,6.93478270909546,7.09557043911647,6.68078914526838,6.6227309045886,6.79149189133468,6.7753537718954,6.75405205707398,6.736812691274,6.25139227903183,6.73566490198094,6.21589174019532,6.72762435919018,6.55586851362793
"Solyc02g085700.2",8.99608875015825,6.55014288251598,8.32838532052447,8.41117595034411,8.2330297640918,8.37186764542238,8.54712148646335,8.63085347616954,8.35850562618491,8.85875608789947,8.59030820116086,8.69390210281621,8.72053903675212,9.23732907809796,8.54629200713675
"Solyc02g085705.1",5.17911892133979,3.92486585636673,4.82403173863684,4.34039657153278,5.19073501275529,4.87123010910917,4.56841936412887,4.91395432766424,4.50171476184084,5.16697922298377,5.79316490639844,4.39622804365935,4.8889772554176,4.71658407306527,4.68397035314002
"Solyc02g085730.3",11.3379250936823,13.4652351665631,12.8563521841666,11.3656792485625,11.7655429751917,10.8498505578526,10.3983098006545,11.3466199264881,11.3774947608334,11.5562970087489,10.5145235122095,10.4277062981509,10.3204853266878,10.310788125629,9.99369625754673
"Solyc02g085740.3",6.842570326203,3.92486585636673,5.36442955798317,7.37058432714924,6.87384071868795,6.39392429515679,7.00835094227604,6.55451759513412,7.47474988014007,7.35544481169981,6.87118625558891,7.48899799530275,7.31828397131496,7.30996512993384,7.39022495938519
"Solyc02g085745.1",9.74393180525839,8.01887815062415,7.50016280466884,7.52446348088595,9.42824376328549,9.62991751125196,8.240349250437,8.54945422491259,9.54026002980743,9.58076214013836,8.8675489984389,9.08049854519264,9.72815591207611,10.9771233121471,10.1473782233275
"Solyc02g085780.3",10.5147661215939,10.8201872764406,10.3629095359275,10.7750546056104,10.8891493309589,10.7634515125968,10.3052734265835,10.3342024226135,10.5669466128288,10.897825749594,10.8216471219242,10.7359654555478,10.5830291594903,10.4376025533656,10.5282947827895
"Solyc02g085790.3",10.2921974366345,10.8563408178387,10.3206205295496,10.8930189005278,10.5080908677694,10.0463668389175,10.1023585960385,9.98476311402647,10.3082394040484,10.3859240336921,10.3610084216781,10.4390998815302,10.0599940881662,10.2821833686209,10.9937078424202
"Solyc02g085810.3",10.6365556547744,8.61639119229813,8.88916237478036,10.3376983545821,10.0262742851741,9.33401592139817,9.45553169364267,9.4592892130538,10.5614637564245,10.8942604938551,10.7793824110723,10.7761173586853,10.7027588865567,10.6689243742126,10.6748090739465
"Solyc02g085820.3",7.68715443987505,3.92486585636673,5.89139178102048,7.48340687488829,7.24972573494156,7.10977448785426,7.72265537046982,6.86299701667848,8.02710852491719,8.17491319654826,7.38819200829513,7.79075794876571,7.80827148686697,7.84262761576804,7.95554264219814
"Solyc02g085833.1",10.9943591264617,12.8945970883004,12.3047441861575,11.4555100039413,11.80397144616,11.866114998879,11.376114252202,11.9971458712895,11.5953927101492,11.0866116573257,11.3286797169426,11.1652917675038,11.8992096616667,11.417503285234,11.3452400897186
"Solyc02g085860.3",7.99503949148273,6.25944380892781,7.51636281262097,7.87064229171351,7.82534487263666,7.98295729115543,8.0031620367129,7.68231241588059,8.0203285836047,8.07229673234367,8.25215361138459,7.94382833598912,7.92658915278697,7.91532499096035,8.20424516342193
"Solyc02g085870.3",8.57536308187598,8.10751532874103,7.71388854202984,7.84719841041632,7.96057054162584,7.79345372182751,7.82985532697216,6.86372039172206,7.56244404134719,8.11982973751042,9.0057242928101,8.73259951029205,9.41789403084823,9.2005984667815,8.13121513887095
